Facility Name,Site Address,Last Inspection Date,Facility Type,url_entity_partial,category,Community,Program Area,Closed Date,Reason,Reopen Date,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Blind River Senior's Cultural Center - Community Kitchen,17-Michigan Ave  Blind River ON P0R 1B0,,Community Kitchen,location.href = '/Portal/Facility/Details/3c914503-8b1b-45c1-ba0e-e36acedaedd9' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3c914503-8b1b-45c1-ba0e-e36acedaedd9
Bloom Kombucha - Convenience / Variety,73 Brock St  Sault Ste. Marie ON P6A 3B4,14-Oct-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/66f92689-dfcd-426d-9c0d-ed6718ef7c78' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/66f92689-dfcd-426d-9c0d-ed6718ef7c78
Blue Fox Camp - Fly-in Camp,Kirkpatrick Lake  ON,,Fly-in Camp,location.href = '/Portal/Facility/Details/e06a2315-e666-4e4d-b761-7bb1ad2b7c96' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e06a2315-e666-4e4d-b761-7bb1ad2b7c96
Blue Heron's Apothecary - Home Based Food Inspection,202 Tilley Road  Sault Ste Marie ON P6B 3Z4,08-Nov-2023,Home Based Food Inspection,location.href = '/Portal/Facility/Details/717d09fe-a4af-44e0-ab86-64293784782c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/717d09fe-a4af-44e0-ab86-64293784782c
Bobber's Restaurant - Restaurant,9161 Hwy 17  Bruce Mines ON P0R 1C0,06-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/b3303021-8b9e-49bf-b645-595d86e2b915' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b3303021-8b9e-49bf-b645-595d86e2b915
Booster Juice - Restaurant,104-710 Second Line E  Sault Ste. Marie ON P6B 4K3,25-Jul-2023,Restaurant,location.href = '/Portal/Facility/Details/fa57da90-283b-44c8-be50-aa1b30dab35a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fa57da90-283b-44c8-be50-aa1b30dab35a
Boreal French Immersion Public School - Elementary School,232 Northern Ave E  Sault Ste Marie ON P6B 4H6,26-Apr-2024,Elementary School,location.href = '/Portal/Facility/Details/8359380c-5d19-4fc3-9ea2-c6afe4b9239e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8359380c-5d19-4fc3-9ea2-c6afe4b9239e
Breadhag - Food Take Out,124 Bruce Street  Sault Ste. Marie Ontario P6A 2X7,10-Aug-2023,Food Take Out,location.href = '/Portal/Facility/Details/38474a9b-e6d4-4731-bdfb-a8822cdaa2ba' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/38474a9b-e6d4-4731-bdfb-a8822cdaa2ba
Breen's Coffee Service - Food Warehouse / Depot,13 Perini Rd  Elliot Lake ON P5A 2T1,31-Aug-2023,Food Warehouse / Depot,location.href = '/Portal/Facility/Details/bbcc2ed2-dd10-40ca-9f70-8833f2af8607' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/bbcc2ed2-dd10-40ca-9f70-8833f2af8607
Brennan Harbour - Lodge Kitchen - Restaurant,308 Brennan Harbour Road  Spanish ON P0P2A0,,Restaurant,location.href = '/Portal/Facility/Details/88994b64-a371-47e1-83a9-f31b467201e9' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/88994b64-a371-47e1-83a9-f31b467201e9
Bridge Units - Serving Kitchen,721 Wellington St E  Sault Ste Marie ON P6A 2M8,22-Feb-2024,Serving Kitchen,location.href = '/Portal/Facility/Details/8d353531-3764-4929-aec8-7fe154c93307' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8d353531-3764-4929-aec8-7fe154c93307
Britta Wolfert Home Foods - Food Caterer,2434 Hwy 532  Searchmont ON P0R 1J0,20-Mar-2024,Food Caterer,location.href = '/Portal/Facility/Details/81605609-f460-4d3c-a9b2-d146448b4c1e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/81605609-f460-4d3c-a9b2-d146448b4c1e
Broers Jansen - Cocktail Bar,A-674 Queen St E  Sault Ste Marie ON P6A 2A4,,Cocktail Bar,location.href = '/Portal/Facility/Details/988968db-1018-49ff-b2d4-a12ca51c1b0a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/988968db-1018-49ff-b2d4-a12ca51c1b0a
Bruce Bay Cottages and Lighthouse Resort - Lighthouse Lounge - Banquet Hall,82 French Island Road  Bruce Mines ON P0R 1C0,,Banquet Hall,location.href = '/Portal/Facility/Details/669d85c6-ffb7-481e-b460-0b61c8a73cf6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/669d85c6-ffb7-481e-b460-0b61c8a73cf6
Bruce Mines & Area Food Bank - Food Bank,18 Williams Street  Bruce Mines ON P0R 1C0,13-Dec-2023,Food Bank,location.href = '/Portal/Facility/Details/e6a5a1ee-696b-4de9-8ed1-035b5e1bfe99' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e6a5a1ee-696b-4de9-8ed1-035b5e1bfe99
Bruce Mines Community Hall - Banquet Hall,9180-Highway 17  Bruce Mines ON P0R 1C0,08-Dec-2023,Banquet Hall,location.href = '/Portal/Facility/Details/82b076d4-e71f-45bb-b34c-1571188a67b6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/82b076d4-e71f-45bb-b34c-1571188a67b6
Bruce Station Community Hall - Banquet Hall,109 Station Rd  Bruce Station ON P0R 1C0,16-Nov-2023,Banquet Hall,location.href = '/Portal/Facility/Details/3cc9ddab-b9b7-4615-9873-d5f31a193a41' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3cc9ddab-b9b7-4615-9873-d5f31a193a41
Bruni's Fine Foods - Restaurant,328 Wellington Street W  Sault Ste. Marie ON P6A 2L9,08-Sep-2023,Restaurant,location.href = '/Portal/Facility/Details/23c2515e-a980-4de6-b3bb-e28cef4b0ca4' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/23c2515e-a980-4de6-b3bb-e28cef4b0ca4
Bulk Barn - Food Warehouse / Depot,41 Great Northern Rd  Sault Ste. Marie ON P6B 4Y7,16-Jan-2024,Food Warehouse / Depot,location.href = '/Portal/Facility/Details/8d0eca95-4984-417e-b9b1-af17b2dff82a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8d0eca95-4984-417e-b9b1-af17b2dff82a
Burger Don - Restaurant,7 Great Northern Rd  Sault Ste. Marie ON P6B 4Y4,05-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/c3be09ce-0fe5-4205-8a7a-489703743100' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c3be09ce-0fe5-4205-8a7a-489703743100
Burger King - Restaurant,937 Great Northern Road  Sault Ste. Marie ON P6B 5K7,21-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/5e6e878b-be4e-4f9f-bdea-f7017031dbd3' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5e6e878b-be4e-4f9f-bdea-f7017031dbd3
Burger King #29292 - Restaurant,C-625 Trunk Rd  Sault Ste. Marie ON P6A 3T1,30-Jan-2024,Restaurant,location.href = '/Portal/Facility/Details/0c4c8c5c-7add-4fae-b176-9d4e8d2b6ed1' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0c4c8c5c-7add-4fae-b176-9d4e8d2b6ed1
Butterfly Grill - Mobile Preparation Premises,63-Causley St  Blind River ON P0R 1B0,01-Jun-2023,Mobile Preparation Premises,location.href = '/Portal/Facility/Details/b0536d0b-529d-4838-b98a-6d2a4d922adc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b0536d0b-529d-4838-b98a-6d2a4d922adc
BVD Petroleum - Convenience / Variety,937 Great Northern Road  Sault Ste. Marie ON P6B 0B9,20-Feb-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/f3d62451-2afb-4c61-b391-afead4fcc009' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f3d62451-2afb-4c61-b391-afead4fcc009
C&R Variety Plus - Convenience / Variety,50 Esten Dr  Elliot Lake ON P5A 3M9,31-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/13a95175-f9d2-4d4e-87e9-bb0c5c36d75a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/13a95175-f9d2-4d4e-87e9-bb0c5c36d75a
Cabajan Kitchen - Home Based Food Inspection,179 Prentice Avenue  Sault Ste. Marie ON P6C 4P8,18-Mar-2024,Home Based Food Inspection,location.href = '/Portal/Facility/Details/a2988a2a-f502-4d65-bb52-056b9cc30de5' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a2988a2a-f502-4d65-bb52-056b9cc30de5
Cafe Express - Food Take Out,52-44 Great Northern Rd  Sault Ste. Marie ON P6B 4Y5,16-Jan-2024,Food Take Out,location.href = '/Portal/Facility/Details/f394a589-3e72-4dd6-94e8-3056ce6af14f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f394a589-3e72-4dd6-94e8-3056ce6af14f
Camp Bil-O-Wood Kitchen - Recreational Camp,1102 Granary Lake Rd  Blind River ON P0R 1B0,13-Jul-2023,Recreational Camp,location.href = '/Portal/Facility/Details/e8392af9-c881-4f70-9d6b-8776c79a13bf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e8392af9-c881-4f70-9d6b-8776c79a13bf
Camp McDougall - Kitchen - Serving Kitchen,12679 Highway 17  Thessalon ON P0R 1L0,,Serving Kitchen,location.href = '/Portal/Facility/Details/707fc0c1-4cc2-44fe-b5d8-530cad2f79bf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/707fc0c1-4cc2-44fe-b5d8-530cad2f79bf
Camp Thompson - Banquet Hall,127 South Bay Rd  Elliot Lake ON P5A 2T1,06-Nov-2023,Banquet Hall,location.href = '/Portal/Facility/Details/f81a1397-a9f3-49c6-adb7-216045155f73' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f81a1397-a9f3-49c6-adb7-216045155f73
Canadian Bushplane Heritage Centre - Banquet Hall,50 Pim St  Sault Ste. Marie ON P6A 3G4,16-Sep-2023,Banquet Hall,location.href = '/Portal/Facility/Details/adf88b81-a5de-4900-a262-2aacaf98805a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/adf88b81-a5de-4900-a262-2aacaf98805a
Canadian Tire - Convenience / Variety,200 McNabb St  Sault Ste. Marie ON P6B 1Y4,28-Jul-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/3de7c8a0-2e1f-48da-96a3-19b7f66a5817' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3de7c8a0-2e1f-48da-96a3-19b7f66a5817
Canadian Tire Gas Bar - Convenience / Variety,752 Wellington St W  Sault Ste. Marie ON P6C 3V4,24-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/5ca56fd4-da5d-44a9-96fd-11551fe6b034' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5ca56fd4-da5d-44a9-96fd-11551fe6b034
Canadian Tire Gas Bar - Convenience / Variety,32 Great Northern Rd  Sault Ste. Marie ON P6B 4Y5,14-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/4116ff2c-8861-4d01-bbd9-63da1870b7df' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4116ff2c-8861-4d01-bbd9-63da1870b7df
Canco - Convenience / Variety,95 Mission  Road Wawa ON P0S 1K0,13-Oct-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/1fa321f5-7570-4695-9f90-e02c06f56577' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1fa321f5-7570-4695-9f90-e02c06f56577
Canco One Stop 725 Iron Bridge - Convenience / Variety,22263 Highway 17  Iron Bridge ON P0R 1H0,26-Feb-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/bb058908-83ac-472a-8464-80a5fe8aab48' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/bb058908-83ac-472a-8464-80a5fe8aab48
Captain Tilley Park Snack Bar Snacky Shack - Food Take Out,592 Hwy 552 W  Goulais River ON P0S 1E0,17-Jan-2024,Food Take Out,location.href = '/Portal/Facility/Details/4cb39a86-81f6-47a5-9525-4da03864a4d0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4cb39a86-81f6-47a5-9525-4da03864a4d0
Carolyn Beach Inn & Restaurant - Restaurant,1-Lakeside Dr  Thessalon ON P0R 1L0,05-Oct-2023,Restaurant,location.href = '/Portal/Facility/Details/22cc5ad0-3d9a-44ce-85f4-62ff2f7789cb' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/22cc5ad0-3d9a-44ce-85f4-62ff2f7789cb
Case's Music - Snack Bar / Refreshment Stand,636 Queen St E  Sault Ste. Marie ON P6A 2A4,,Snack Bar / Refreshment Stand,location.href = '/Portal/Facility/Details/e32a250e-f801-4ddc-98ee-644d592d7b19' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e32a250e-f801-4ddc-98ee-644d592d7b19
Casey's Bar & Grill (Water Tower Inn) - Restaurant,360 Great Northern Road  Sault Ste. Marie ON P6B 4Z7,27-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/71ee724a-5b8c-418d-9571-2117e51a2f90' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/71ee724a-5b8c-418d-9571-2117e51a2f90
Cathy's Kitchen - Home Based Food Inspection,200 Finn Road  Searchmont Ontario P0S 1J0,30-Oct-2023,Home Based Food Inspection,location.href = '/Portal/Facility/Details/0bbe521b-1833-47e4-b96d-f106f50cfe02' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0bbe521b-1833-47e4-b96d-f106f50cfe02
Central Algoma Elementary Public School - Elementary School,32 Kensington Rd  Desbarats ON P0R1E0,09-Apr-2024,Elementary School,location.href = '/Portal/Facility/Details/61f7d616-8468-4075-8b97-ff6f7198f1b8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/61f7d616-8468-4075-8b97-ff6f7198f1b8
Central Algoma Secondary School - Secondary School,32 Kensington Rd  Desbarats ON P0R 1E0,14-Dec-2023,Secondary School,location.href = '/Portal/Facility/Details/d8a294c3-3243-4c79-a665-bcd4671ba19b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d8a294c3-3243-4c79-a665-bcd4671ba19b
Central Avenue Public School - Elementary School,81 Central Ave  Elliot Lake ON P5A3G4,12-Dec-2023,Elementary School,location.href = '/Portal/Facility/Details/7ea2f556-f4b1-4fc0-aa80-d31d2ed0a33c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7ea2f556-f4b1-4fc0-aa80-d31d2ed0a33c
Centre Ice Bar & Grill - Restaurant,285 Northern Ave E  Sault Ste. Marie ON P6B 4H9,15-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/c0b93b79-50a6-498c-ad33-f8fe6f04ae56' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c0b93b79-50a6-498c-ad33-f8fe6f04ae56
Chadwic Home - Community Kitchen,23 Algoma Ave  Wawa ON P0S 1K0,28-Nov-2023,Community Kitchen,location.href = '/Portal/Facility/Details/812794d2-d2d4-45ab-8056-f43f052edcaf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/812794d2-d2d4-45ab-8056-f43f052edcaf
Chartwell Collegiate Heights Retirement Residence - Retirement Home,95 Fauquier Ave  Sault Ste. Marie ON P6B 0A2,20-Feb-2024,Retirement Home,location.href = '/Portal/Facility/Details/55ce1186-fd8d-4d9b-8ac8-9d5b9d153fd8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/55ce1186-fd8d-4d9b-8ac8-9d5b9d153fd8
Chartwells Cafeteria - Cafeteria,70 Foster Drive  Sault Ste. Marie ON P6A 6V9,07-Dec-2023,Cafeteria,location.href = '/Portal/Facility/Details/5ce06510-2b31-4aeb-8fe7-2bbf1b9ec4ac' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5ce06510-2b31-4aeb-8fe7-2bbf1b9ec4ac
Cherry On Top - Ice Cream / Yogurt Vendor,6999 Hwy 17 E  Desbarats ON P0R 1E0,04-Mar-2024,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/ab041820-bc9f-4842-8fb3-226b85cc80bf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ab041820-bc9f-4842-8fb3-226b85cc80bf
Chicken Shack Motel - Food Take Out,12460 Hwy 17 N  Pancake Bay ON P0S 1A0,11-Jul-2023,Food Take Out,location.href = '/Portal/Facility/Details/306d3922-d984-4108-96a4-fbe6ea5a7e86' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/306d3922-d984-4108-96a4-fbe6ea5a7e86
Child Care Algoma - Central Algoma - Child Care Centre Kitchen,32 Kensington Road  Desbarats ON P0R 1E0,23-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/eebae9e3-c098-48e0-9fb9-a85f0c054302' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/eebae9e3-c098-48e0-9fb9-a85f0c054302
Child Care Algoma - Dacey Road - Child Care Centre Kitchen,148 Dacey Rd  Sault Ste. Marie ON P6A 5J7,07-Nov-2023,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/d81b042a-291b-47cf-9a76-d9d4584aca41' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d81b042a-291b-47cf-9a76-d9d4584aca41
Child Care Algoma - East View Elementary School - Child Care Centre Kitchen,75 Arizona Ave  Sault Ste. Marie ON P6A 4L9,11-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/d8253de7-c5e6-4afd-a549-adfe23a70970' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d8253de7-c5e6-4afd-a549-adfe23a70970
Child Care Algoma - Echo Bay Early Learning & Care Program - Child Care Centre Kitchen,290 Church St  Echo Bay ON P0S 1C0,09-Nov-2023,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/95b27a4d-dfc5-4a95-9155-df4cbf3039ba' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/95b27a4d-dfc5-4a95-9155-df4cbf3039ba
Child Care Algoma - Holy Cross - Child Care Centre Kitchen,16 Texas Ave  Sault Ste Marie ON P6A 4Y8,22-Nov-2023,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/fd4a88d9-c156-4bba-b4eb-604558b6632d' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fd4a88d9-c156-4bba-b4eb-604558b6632d
Child Care Algoma - Notre Dame Du Sault - Child Care Centre Kitchen,600 North St  Sault Ste. Marie ON P6B 2B9,10-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/5d4e7d27-ab03-45cf-8d19-389925bb5403' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5d4e7d27-ab03-45cf-8d19-389925bb5403
Child Care Algoma - Parkland Elementary School - Child Care Centre Kitchen,54 Amber St  Sault Ste. Marie ON P6A 5G1,26-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/eac126b3-c9d7-4ae6-99d3-d7af2372299b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/eac126b3-c9d7-4ae6-99d3-d7af2372299b
Child Care Algoma - Queen Street - Child Care Centre Kitchen,1600 Queen St E  Sault Ste. Marie ON P6A 2G3,21-Feb-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/50790ca0-df77-4fcf-a42d-f8c1b932e5e2' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/50790ca0-df77-4fcf-a42d-f8c1b932e5e2
Child Care Algoma - R.M. Moore - Child Care Centre Kitchen,1272 Base Line  Sault Ste. Marie ON P6A 5K6,17-Nov-2023,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/143db417-241b-433a-8d64-ac96b40decd0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/143db417-241b-433a-8d64-ac96b40decd0
Child Care Algoma - Rosedale - Child Care Centre Kitchen,90 Chapple Ave  Sault Ste. Marie ON P6B 3N9,26-Jan-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/f0465839-d60c-4616-890b-92e11e6c35b8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f0465839-d60c-4616-890b-92e11e6c35b8
Child Care Algoma - St. Basil - Child Care Centre Kitchen,240 St. George's Ave  Sault Ste. Marie ON P6B 1X5,30-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/23226207-a79c-4482-88cf-a26cb3e4ed6a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/23226207-a79c-4482-88cf-a26cb3e4ed6a
Child Care Algoma - Thessalon Early Learning & Care Program Kitchen - Child Care Centre Kitchen,260 Federation St  Thessalon ON P0R 1L0,10-Apr-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/06ce7107-6b9c-4f1f-b898-6244a90ac02f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/06ce7107-6b9c-4f1f-b898-6244a90ac02f
Chippewa River Restaurant & Store - Restaurant,8607 Hwy 17 N  Batchawana Bay ON P0S 1A0,01-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/7f4cb30a-1c3a-4875-8c0c-03a435260b99' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7f4cb30a-1c3a-4875-8c0c-03a435260b99
Chocofruits - Home Based Food Inspection,452 North Street  Sault Ste. Marie P6B 2B3,,Home Based Food Inspection,location.href = '/Portal/Facility/Details/889eed27-850b-43b6-9c4b-13edf6f74898' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/889eed27-850b-43b6-9c4b-13edf6f74898
Chuck's Roadhouse - Restaurant,601 Great Northern Road  Sault Ste. Marie ON P6B 5A1,22-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/faf8f659-c8df-42c7-8ee0-f6d3b5baf6aa' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/faf8f659-c8df-42c7-8ee0-f6d3b5baf6aa
Circle K - Convenience / Variety,381 McNabb St  Sault Ste. Marie ON P6B 1Y9,22-Jan-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/014df9b5-ec84-4168-b2f7-81bd6a5cd9e1' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/014df9b5-ec84-4168-b2f7-81bd6a5cd9e1
