Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Ray's Ribhouse,17 Robson Rd Leamington ON N8H 2M8,Restaurant (Full Service),11-Apr-2024,location.href = '/disclosure/Facility/Details/5a12d3c0-6421-4446-9fd8-0ab6322dcea8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5a12d3c0-6421-4446-9fd8-0ab6322dcea8
Real Canadian Superstore,201 Talbot St E Leamington ON N8H 3X5,Grocery Store/Supermarket,06-Dec-2023,location.href = '/disclosure/Facility/Details/2006820e-5d3f-4fdb-8662-d615ebe31c79' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2006820e-5d3f-4fdb-8662-d615ebe31c79
Real Fruit Bubble Tea,B14-3100 Howard Ave Windsor ON N8X 3Y4,Refreshment Stand,19-Jul-2023,location.href = '/disclosure/Facility/Details/902145e9-096e-49f5-a664-197be455b46a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/902145e9-096e-49f5-a664-197be455b46a
Red Apple,102 Talbot St N Essex ON N8M 1A1,Convenience/Variety Store,04-Jan-2024,location.href = '/disclosure/Facility/Details/d6d0b5df-ceb9-43cc-9e35-a6b50fb85276' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d6d0b5df-ceb9-43cc-9e35-a6b50fb85276
Red Apple Stores,1905 Tecumseh Rd W Windsor ON N9B 1V4,Convenience/Variety Store,31-Aug-2023,location.href = '/disclosure/Facility/Details/436d7b89-e734-436a-baa2-a0f29ad67886' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/436d7b89-e734-436a-baa2-a0f29ad67886
Red Apple Stores Inc,631 Ouellette Ave Windsor ON N9A 1B9,Convenience/Variety Store,18-Jan-2024,location.href = '/disclosure/Facility/Details/5e7c23b7-053a-4296-ae65-ee2a8c6d7055' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5e7c23b7-053a-4296-ae65-ee2a8c6d7055
Red Bus Farm,45 Munger Ave Harrow ON N0R 1G0,Food Take Out,12-Dec-2023,location.href = '/disclosure/Facility/Details/688c758d-dfe3-4f04-8682-7ee8ba8f6875' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/688c758d-dfe3-4f04-8682-7ee8ba8f6875
Red Lantern Coffee Co.,4 Main St W Kingsville ON N9Y 1H1,Restaurant (Fast Food),13-Feb-2024,location.href = '/disclosure/Facility/Details/cda49c08-e094-4776-9d2d-45dc71919c2a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cda49c08-e094-4776-9d2d-45dc71919c2a
Red Lobster,6575 Tecumseh Rd E Windsor ON N8T 1E7,Restaurant (Full Service),25-Mar-2024,location.href = '/disclosure/Facility/Details/bb746c94-02ed-4a54-9431-f68210cac90e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bb746c94-02ed-4a54-9431-f68210cac90e
Red Sail Restaurant,3838 Walker Rd Windsor ON N8W 3T1,Restaurant (Full Service),25-Oct-2023,location.href = '/disclosure/Facility/Details/644a59dd-b94b-49ea-bc5b-60faa0a70209' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/644a59dd-b94b-49ea-bc5b-60faa0a70209
Red Sun Restaurant,1481 Front Rd LaSalle ON N9J 2B3,Restaurant (Full Service),20-Dec-2023,location.href = '/disclosure/Facility/Details/9636ea88-28ed-4f0e-8045-58324083bcb5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9636ea88-28ed-4f0e-8045-58324083bcb5
Red Swan Pizza,2A-1655 Manning Rd Windsor ON N8N 5B5,Food Take Out,09-Jan-2024,location.href = '/disclosure/Facility/Details/d84c587c-def6-410a-af71-5a3466d3e330' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d84c587c-def6-410a-af71-5a3466d3e330
Red Swan Pizza,3-2139 Huron Church Windsor ON N9C 2L8,Food Take Out,02-Feb-2024,location.href = '/disclosure/Facility/Details/1519ca17-3737-4d39-9f2d-6af6af018ec8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1519ca17-3737-4d39-9f2d-6af6af018ec8
Red Swan Pizza,2-1290 Walker Rd Windsor ON N8Y 4T9,Food Take Out,02-Feb-2024,location.href = '/disclosure/Facility/Details/d6e34fb0-f8e1-4f1e-902d-e13e59e42a13' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d6e34fb0-f8e1-4f1e-902d-e13e59e42a13
Regency Park Nursing Home,567 Victoria Ave Windsor ON N9A 4N1,Long-Term Care Home,03-Jan-2024,location.href = '/disclosure/Facility/Details/44bb2f42-b4a7-43b6-8e71-97b6088addd4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/44bb2f42-b4a7-43b6-8e71-97b6088addd4
Remark Fresh Markets,2727 Howard Ave Windsor ON N8X 3X4,Grocery Store/Supermarket,12-Jul-2023,location.href = '/disclosure/Facility/Details/6bf6aa5b-eb44-41bf-b7a3-6c0a9391e3b7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6bf6aa5b-eb44-41bf-b7a3-6c0a9391e3b7
Republik,1400-100 Ouellette Ave Windsor ON N9A 6T3,Restaurant (Full Service),,location.href = '/disclosure/Facility/Details/d9123287-a4b5-4543-87ab-43ed8c67817c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d9123287-a4b5-4543-87ab-43ed8c67817c
Restaurant Izquierdo,9-3395 Howard Ave Windsor ON N9E 3N6,Caterer,29-Jan-2024,location.href = '/disclosure/Facility/Details/a73535dc-9158-414f-93db-2fe04b01e41e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a73535dc-9158-414f-93db-2fe04b01e41e
Revival Harvest Church,1970 Tourangeau Rd Windsor ON N8W 4N3,Food Take Out,30-Apr-2024,location.href = '/disclosure/Facility/Details/d0f5de2f-d5c9-4f79-8076-a85e139c30e9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d0f5de2f-d5c9-4f79-8076-a85e139c30e9
Rexall,1454 Ouellette Ave Windsor ON N8X 1K3,Convenience/Variety Store,01-Nov-2023,location.href = '/disclosure/Facility/Details/c97a0663-ad53-43c5-b891-b6598d36b7bf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c97a0663-ad53-43c5-b891-b6598d36b7bf
Rexall,3840 Howard Ave Windsor ON N9E 3N9,Convenience/Variety Store,28-Feb-2024,location.href = '/disclosure/Facility/Details/7fdaf993-17d3-4021-a106-5a08aa5f7ad0' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7fdaf993-17d3-4021-a106-5a08aa5f7ad0
Rexall Drug Store,5881 Malden Rd LaSalle ON N9H 1S5,Convenience/Variety Store,01-Nov-2023,location.href = '/disclosure/Facility/Details/3f350e02-c11c-4d78-94b6-56971a21ee4b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3f350e02-c11c-4d78-94b6-56971a21ee4b
Rexall Drug Store,1215 Ouellette Ave Windsor ON N9A 1J3,Convenience/Variety Store,01-Nov-2023,location.href = '/disclosure/Facility/Details/f4daea3a-a32b-4885-8c2d-a7670252c219' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f4daea3a-a32b-4885-8c2d-a7670252c219
Rexall Drug Store,71 Sandwich St S Amherstburg ON N9V 1Z5,Convenience/Variety Store,02-Nov-2023,location.href = '/disclosure/Facility/Details/baa042d2-a52c-4320-a156-e1bbdc15207e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/baa042d2-a52c-4320-a156-e1bbdc15207e
Riccardo's Italian Restaurant,238 Dalhousie St Amherstburg ON N9V 1W4,Restaurant (Full Service),23-Apr-2024,location.href = '/disclosure/Facility/Details/d361f410-5d6b-477d-9cdb-a604a92599e8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d361f410-5d6b-477d-9cdb-a604a92599e8
Richmond Terrace,89 Rankin Ave Amherstburg ON N9V 1E7,Long-Term Care Home,11-Jan-2024,location.href = '/disclosure/Facility/Details/bead985c-aaa3-4acb-9b09-4f59703b4fa3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bead985c-aaa3-4acb-9b09-4f59703b4fa3
Rico Taco,12573 Horwood Cres Tecumseh ON N8N 4T6,Mobile Food Premises,12-Mar-2024,location.href = '/disclosure/Facility/Details/d96ed5ca-e57f-476f-9284-31b22ab562c7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d96ed5ca-e57f-476f-9284-31b22ab562c7
Rico Taco Mexican Street Eats - BP33358,3-400 Erie St E Windsor ON N9A 3X4,Mobile Food Premises,06-Mar-2024,location.href = '/disclosure/Facility/Details/c9d6b00f-e40b-409a-9a27-e04c0ea69805' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c9d6b00f-e40b-409a-9a27-e04c0ea69805
Rina's Pizzeria,93 Erie St S Leamington ON N8H 3B4,Food Take Out,22-Nov-2023,location.href = '/disclosure/Facility/Details/522a53ed-81d4-44eb-ae6a-0b2b9dc48e9c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/522a53ed-81d4-44eb-ae6a-0b2b9dc48e9c
Ring A Wing and Sunset Cafe,"1404 Tecumseh Rd, E Windsor ON N8W 1C1",Restaurant (Full Service),07-Sep-2023,location.href = '/disclosure/Facility/Details/b587287a-705d-4d30-9e19-be747f7c5c78' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b587287a-705d-4d30-9e19-be747f7c5c78
Ring-O-Lings,07K08-3100 Howard Ave Windsor ON N8X 3Y8,Refreshment Stand,25-Oct-2023,location.href = '/disclosure/Facility/Details/cf17298e-d4b5-4855-b526-8bf50936106b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cf17298e-d4b5-4855-b526-8bf50936106b
Riso Kitchen,33 Amy Croft Dr Windsor ON N9K 1C7,Restaurant (Full Service),02-Oct-2023,location.href = '/disclosure/Facility/Details/1ac2fc5b-d08a-4dde-a317-0ce8c719b1cc' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ac2fc5b-d08a-4dde-a317-0ce8c719b1cc
Ristorante Avanti,1317 Hall Ave Windsor ON N8X 4R2,Restaurant (Full Service),11-Dec-2023,location.href = '/disclosure/Facility/Details/97a94d0f-6b7b-41fe-b283-692b51edded6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/97a94d0f-6b7b-41fe-b283-692b51edded6
River Canard Candy Company,9489 Malden Rd Windsor ON N9J 2W3,Packaging Plant,26-Feb-2024,location.href = '/disclosure/Facility/Details/162dd5b3-4ec8-444b-8160-05e805022584' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/162dd5b3-4ec8-444b-8160-05e805022584
River City BBQ,1-6082 Tecumseh Rd E Windsor ON N8T 1E3,Food Take Out,04-Apr-2024,location.href = '/disclosure/Facility/Details/e71cbf84-b0fd-4374-872f-df3a35889dd4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e71cbf84-b0fd-4374-872f-df3a35889dd4
River Room Conference Centre,277-333 Riverside Dr W Windsor ON N9A 7C5,Restaurant (Full Service),19-Mar-2024,location.href = '/disclosure/Facility/Details/85b61e1e-8d78-42e4-bafc-3161fd371a28' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/85b61e1e-8d78-42e4-bafc-3161fd371a28
River's Edge Tap & Table,494 Riverdale Rd Windsor ON N8S 4B6,Restaurant (Fast Food),26-Jan-2024,location.href = '/disclosure/Facility/Details/71d736dc-fef8-4426-a051-2972b20994de' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/71d736dc-fef8-4426-a051-2972b20994de
Riverside Family Fitness,6700 Wyandotte St E Windsor ON N8S 1P6,Refreshment Stand,20-Mar-2024,location.href = '/disclosure/Facility/Details/d1512756-9c96-4af8-8122-6c7c4115add9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d1512756-9c96-4af8-8122-6c7c4115add9
Riverside Medical Centre,7775 Wyandotte St E Windsor ON N8S 1S6,Convenience/Variety Store,15-Sep-2023,location.href = '/disclosure/Facility/Details/5cc890c0-894d-4818-b7aa-acd9dcd75947' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5cc890c0-894d-4818-b7aa-acd9dcd75947
Riverside Pie Cafe,5560 Wyandotte St E Windsor ON N8S 1M1,Bakery,15-Nov-2023,location.href = '/disclosure/Facility/Details/356d5584-86e5-4b42-b802-3b31a7b2e720' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/356d5584-86e5-4b42-b802-3b31a7b2e720
Riverside Place Long Term Care,3181 Meadowbrook Lane Windsor ON N8T 0A4,Long-Term Care Home,01-May-2024,location.href = '/disclosure/Facility/Details/47009493-23aa-42fa-b334-e9f2c13ca1ee' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/47009493-23aa-42fa-b334-e9f2c13ca1ee
Riverside Secondary School,8465 Jerome St Windsor ON N8S 1W8,Cafeteria,18-Mar-2024,location.href = '/disclosure/Facility/Details/2d0aca77-0b94-4360-a124-1d3f52ba7591' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2d0aca77-0b94-4360-a124-1d3f52ba7591
Riverside Secondary School,8465 Jerome St Windsor ON N8S 1W8,School Nutrition Program,22-Jan-2024,location.href = '/disclosure/Facility/Details/9be9733b-769d-4927-8704-afb6f6d42fe2' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9be9733b-769d-4927-8704-afb6f6d42fe2
Riverside Sportsmen Club,10835 Riverside Dr E Windsor ON N8P 1A5,Restaurant (Full Service),16-Apr-2024,location.href = '/disclosure/Facility/Details/27fc6868-94b6-4570-a06f-3e7b9da6bdae' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/27fc6868-94b6-4570-a06f-3e7b9da6bdae
Riverside Variety,5415 Wyandotte St E Windsor ON N8S 1L8,Convenience/Variety Store,20-Jan-2023,location.href = '/disclosure/Facility/Details/db96c4fd-391b-4751-adde-3cd36bcefcba' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/db96c4fd-391b-4751-adde-3cd36bcefcba
Riviera Maya,4 Wellington St Leamington ON N8H 4P9,Restaurant (Full Service),17-Oct-2023,location.href = '/disclosure/Facility/Details/0a400dd1-b482-496d-a97b-cdf8420fd2cf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0a400dd1-b482-496d-a97b-cdf8420fd2cf
Riviera Pizza,5760 Wyandotte St E Windsor ON N8S 1M5,Restaurant (Full Service),07-Dec-2023,location.href = '/disclosure/Facility/Details/cbc3b982-be8a-4b2b-8aa9-3a569c9a07e4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cbc3b982-be8a-4b2b-8aa9-3a569c9a07e4
Road Chef,740 Michigan Ave Lasalle ON N9J 2E6,Mobile Food Premises,,location.href = '/disclosure/Facility/Details/576959db-5efd-4e5d-9625-2909897048c9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/576959db-5efd-4e5d-9625-2909897048c9
Road Chef,2390 Tecumseh Rd W Windsor ON N9B 1W1,Food Take Out,25-Jan-2024,location.href = '/disclosure/Facility/Details/1e7c5be6-97e8-4477-a049-9d87b906b588' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1e7c5be6-97e8-4477-a049-9d87b906b588
Roast 'N Toast Family Diner,2005 Ottawa St Windsor ON N8Y 1R6,Restaurant (Full Service),01-May-2024,location.href = '/disclosure/Facility/Details/1268d1e4-4daf-4525-9ffe-6a27f7f32731' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1268d1e4-4daf-4525-9ffe-6a27f7f32731
Robbie's Gourmet Sausage Company,2010 Fasan Dr. Oldcastle ON N0R 1L0,Food Processing Plant,18-Apr-2024,location.href = '/disclosure/Facility/Details/864b833f-4230-42b2-aa9b-4b1a0d7f677d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/864b833f-4230-42b2-aa9b-4b1a0d7f677d
Rock Bottom Bar & Grill,3236 Sandwich St Windsor ON N9C 1A8,Restaurant (Full Service),27-Mar-2024,location.href = '/disclosure/Facility/Details/3383b849-eb1a-4873-8c50-4ebae5ff200e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3383b849-eb1a-4873-8c50-4ebae5ff200e
Rockhead Pub,1444 Ottawa St Windsor ON N8X 2G2,Restaurant (Full Service),08-Mar-2023,location.href = '/disclosure/Facility/Details/c36975ca-2f72-424f-8b75-347d6645997d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c36975ca-2f72-424f-8b75-347d6645997d
Rollin' Dawgs,250 Pacific Ave Amherstburg ON N9V 3E4,Mobile Food Premises,,location.href = '/disclosure/Facility/Details/90f3c3ac-4594-4959-b225-60a7021664da' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/90f3c3ac-4594-4959-b225-60a7021664da
Rollz Ice Cream,1177 Lauzon Road Windsor ON N8S 3M9,Food Take Out,15-Dec-2023,location.href = '/disclosure/Facility/Details/0b28e439-f3f7-4e9f-a5c6-72c84bcac28c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0b28e439-f3f7-4e9f-a5c6-72c84bcac28c
Romano Groceries,241 Sandwich St S Amherstburg ON N9V 2A3,Grocery Store/Supermarket,12-Jan-2023,location.href = '/disclosure/Facility/Details/1f987b63-d694-4e5c-8c54-06ae2bb3f4dd' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1f987b63-d694-4e5c-8c54-06ae2bb3f4dd
Roma's Pizza House,7805 Wyandotte St E Windsor ON N8S 1S8,Restaurant (Full Service),04-Dec-2023,location.href = '/disclosure/Facility/Details/55e5bb1b-b690-467d-9ea2-3195792a95fd' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/55e5bb1b-b690-467d-9ea2-3195792a95fd
Rona+,7350 Catherine St Windsor ON N8T 3P9,Convenience/Variety Store,28-Apr-2023,location.href = '/disclosure/Facility/Details/9bf78d8e-8e8d-4a3e-aa9c-04d11a8b2c8f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9bf78d8e-8e8d-4a3e-aa9c-04d11a8b2c8f
Rona+,1848 Provincial Rd Windsor ON N8W 5W3,Convenience/Variety Store,14-Feb-2024,location.href = '/disclosure/Facility/Details/fa1e0127-f639-4976-9010-da181e2c67e3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fa1e0127-f639-4976-9010-da181e2c67e3
Rosa's Pizza,3491 Walker Rd Windsor ON N8W3S2,Food Take Out,02-Apr-2024,location.href = '/disclosure/Facility/Details/ef6d5bff-6657-4a6c-8ce8-6efa522924b1' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ef6d5bff-6657-4a6c-8ce8-6efa522924b1
Rosa's Pizzeria,217 Sandwich St. S Amherstburg ON N9V 1Z9,Food Take Out,02-Nov-2023,location.href = '/disclosure/Facility/Details/21cd9c48-188c-4ed4-a840-a04a73a321e0' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/21cd9c48-188c-4ed4-a840-a04a73a321e0
Rose City Convenience,1175 Lauzon Rd Windsor ON N8S 3M9,Convenience/Variety Store,05-Mar-2024,location.href = '/disclosure/Facility/Details/215b5786-658b-4942-aa41-cdfa447e58f5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/215b5786-658b-4942-aa41-cdfa447e58f5
Rose City Elementary School,5420 Empress St Windsor ON N8T 1B4,School Nutrition Program,22-Feb-2024,location.href = '/disclosure/Facility/Details/8604660b-f0d5-4d06-a512-aa26a308aaa6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8604660b-f0d5-4d06-a512-aa26a308aaa6
Rose Convenience,406 Wyandotte St W Windsor ON N9A 5X4,Convenience/Variety Store,15-Feb-2024,location.href = '/disclosure/Facility/Details/3e79f064-d5e4-45c6-9117-0aa999309723' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3e79f064-d5e4-45c6-9117-0aa999309723
Rose Garden Chinese Cuisine,492 University Ave W Windsor ON N9A 5P8,Restaurant (Full Service),23-Oct-2023,location.href = '/disclosure/Facility/Details/dc56677f-f6ab-4aa0-8feb-9d58e574a97a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/dc56677f-f6ab-4aa0-8feb-9d58e574a97a
Rosecity Grill,14-3395 Howard Ave Windsor ON N9E 3N6,Restaurant (Fast Food),26-Mar-2024,location.href = '/disclosure/Facility/Details/74462576-49f4-48b1-bba7-37067d39d44e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/74462576-49f4-48b1-bba7-37067d39d44e
Roseland Elementary Public School,620 Cabana Rd E Windsor ON N9G 1A4,School Nutrition Program,07-Feb-2024,location.href = '/disclosure/Facility/Details/c38987d4-52b4-4564-8a6c-4fe626b03d31' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c38987d4-52b4-4564-8a6c-4fe626b03d31
Roseland Golf & Curling Club,455 Kennedy Dr W Windsor ON N9G 1S8,Restaurant (Full Service),27-Jan-2023,location.href = '/disclosure/Facility/Details/8534dbaf-a0aa-4f9e-b90d-2dcce2054ec4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8534dbaf-a0aa-4f9e-b90d-2dcce2054ec4
Rose's Kitchen,189 Talbot St S Essex ON N8M 1B7,Restaurant (Full Service),28-Feb-2024,location.href = '/disclosure/Facility/Details/49d546a7-080b-4b4a-88c9-afb43ce9bb59' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/49d546a7-080b-4b4a-88c9-afb43ce9bb59
Roseville Public School,6265 Roseville Garden Dr Windsor ON N8T 3B9,School Nutrition Program,,location.href = '/disclosure/Facility/Details/12b7fead-3007-4656-84d9-b558ff39562f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/12b7fead-3007-4656-84d9-b558ff39562f
Rosewood Erie Glen,119 Robson Rd Leamington ON N8H 4R6,Retirement Home,01-Mar-2024,location.href = '/disclosure/Facility/Details/9f2585ad-8454-4d56-b758-10734c471952' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9f2585ad-8454-4d56-b758-10734c471952
Route 42 Diner & Dairy Bar,2825 Cty Rd 42 Windsor ON N9A 6J3,Restaurant (Full Service),22-Mar-2024,location.href = '/disclosure/Facility/Details/2de5d441-1047-450a-a407-a41c44258cd8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2de5d441-1047-450a-a407-a41c44258cd8
