Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
Required,27-Oct-2022,location.href = '/disclosure/Inspection/Details/9d1bf4ff-8bb2-4917-b935-7e9f94fdd43a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9d1bf4ff-8bb2-4917-b935-7e9f94fdd43a,https://disclosure55.wechu.org/disclosure/Facility/Details/43523989-d389-41a5-9e01-f67f8eb7f094
Required,26-Oct-2023,location.href = '/disclosure/Inspection/Details/c58a2384-275b-4145-89eb-ac172f4e0829' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c58a2384-275b-4145-89eb-ac172f4e0829,https://disclosure55.wechu.org/disclosure/Facility/Details/b2de7da0-7262-4113-a43b-1f0ab463338b
Required,19-Apr-2024,location.href = '/disclosure/Inspection/Details/74189080-a848-4ee9-81f4-6b7406774dea' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/74189080-a848-4ee9-81f4-6b7406774dea,https://disclosure55.wechu.org/disclosure/Facility/Details/a4dde739-0636-499b-9d2c-7ec4a1884797
Required,19-Oct-2023,location.href = '/disclosure/Inspection/Details/fc06b45a-fa41-4b08-8ad0-1c256fceefca' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/fc06b45a-fa41-4b08-8ad0-1c256fceefca,https://disclosure55.wechu.org/disclosure/Facility/Details/a4dde739-0636-499b-9d2c-7ec4a1884797
Re-Inspection,11-Jan-2023,location.href = '/disclosure/Inspection/Details/a355a416-4b85-45c9-934f-f13c54aca916' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a355a416-4b85-45c9-934f-f13c54aca916,https://disclosure55.wechu.org/disclosure/Facility/Details/a4dde739-0636-499b-9d2c-7ec4a1884797
Required,04-Jan-2023,location.href = '/disclosure/Inspection/Details/8be3f8cb-07a6-413b-87b0-72ab34f2a231' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8be3f8cb-07a6-413b-87b0-72ab34f2a231,https://disclosure55.wechu.org/disclosure/Facility/Details/a4dde739-0636-499b-9d2c-7ec4a1884797
Required,16-Jan-2024,location.href = '/disclosure/Inspection/Details/16f13d98-69ed-40c1-96b8-b55eb838cb97' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/16f13d98-69ed-40c1-96b8-b55eb838cb97,https://disclosure55.wechu.org/disclosure/Facility/Details/8ed0fe94-e732-4341-8114-aed4ffb0f77e
Required,11-Sep-2023,location.href = '/disclosure/Inspection/Details/27c09b93-b79f-46ad-a1d7-7930f54e8488' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/27c09b93-b79f-46ad-a1d7-7930f54e8488,https://disclosure55.wechu.org/disclosure/Facility/Details/8ed0fe94-e732-4341-8114-aed4ffb0f77e
Re-Inspection,11-Sep-2023,location.href = '/disclosure/Inspection/Details/eab46960-1b20-488f-82ed-bf72e91300b7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/eab46960-1b20-488f-82ed-bf72e91300b7,https://disclosure55.wechu.org/disclosure/Facility/Details/8ed0fe94-e732-4341-8114-aed4ffb0f77e
Required,09-Mar-2023,location.href = '/disclosure/Inspection/Details/ddf20ea2-94e5-4300-b9e6-ef4a9e9e4409' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ddf20ea2-94e5-4300-b9e6-ef4a9e9e4409,https://disclosure55.wechu.org/disclosure/Facility/Details/8ed0fe94-e732-4341-8114-aed4ffb0f77e
Required,28-Oct-2022,location.href = '/disclosure/Inspection/Details/d15121b8-1189-4ca8-bd9c-a7a1fa06e84e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d15121b8-1189-4ca8-bd9c-a7a1fa06e84e,https://disclosure55.wechu.org/disclosure/Facility/Details/8ed0fe94-e732-4341-8114-aed4ffb0f77e
Required,08-Feb-2024,location.href = '/disclosure/Inspection/Details/27105407-bfcd-4ac1-9651-5cd5770c2bcf' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/27105407-bfcd-4ac1-9651-5cd5770c2bcf,https://disclosure55.wechu.org/disclosure/Facility/Details/4ab878c6-0fbc-41a2-ab34-6cb6a1c6f524
Required,11-Aug-2023,location.href = '/disclosure/Inspection/Details/79a4aa4b-531f-4f34-bbe9-ee625146943a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/79a4aa4b-531f-4f34-bbe9-ee625146943a,https://disclosure55.wechu.org/disclosure/Facility/Details/4ab878c6-0fbc-41a2-ab34-6cb6a1c6f524
Required,03-Nov-2023,location.href = '/disclosure/Inspection/Details/ff933f59-99b8-4685-8fbd-b14edc863043' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ff933f59-99b8-4685-8fbd-b14edc863043,https://disclosure55.wechu.org/disclosure/Facility/Details/689a6a25-2646-4d9d-b02e-666ac786e0bd
Required,01-Feb-2023,location.href = '/disclosure/Inspection/Details/0b9cf81d-3e55-47a8-beb1-896d32303be9' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0b9cf81d-3e55-47a8-beb1-896d32303be9,https://disclosure55.wechu.org/disclosure/Facility/Details/689a6a25-2646-4d9d-b02e-666ac786e0bd
Required,09-Jan-2024,location.href = '/disclosure/Inspection/Details/a10c21e8-f8bb-4f3b-92fc-9017aebaa6ae' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a10c21e8-f8bb-4f3b-92fc-9017aebaa6ae,https://disclosure55.wechu.org/disclosure/Facility/Details/c90e7d8d-f68c-46b3-a505-13e316874185
Re-Inspection,14-Aug-2023,location.href = '/disclosure/Inspection/Details/42e4b302-eadb-491e-b8e0-90bcd83b79c7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/42e4b302-eadb-491e-b8e0-90bcd83b79c7,https://disclosure55.wechu.org/disclosure/Facility/Details/c90e7d8d-f68c-46b3-a505-13e316874185
Required,28-Jul-2023,location.href = '/disclosure/Inspection/Details/5ec7f5d5-1f38-4e92-a5e2-bac90a3db4d8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5ec7f5d5-1f38-4e92-a5e2-bac90a3db4d8,https://disclosure55.wechu.org/disclosure/Facility/Details/c90e7d8d-f68c-46b3-a505-13e316874185
Required,12-Jan-2023,location.href = '/disclosure/Inspection/Details/c1d22391-5faf-4192-a2b2-f6f6662157cd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c1d22391-5faf-4192-a2b2-f6f6662157cd,https://disclosure55.wechu.org/disclosure/Facility/Details/c90e7d8d-f68c-46b3-a505-13e316874185
Required,12-Jul-2022,location.href = '/disclosure/Inspection/Details/15da095f-5dba-4b38-b78b-d56e9edda8ef' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/15da095f-5dba-4b38-b78b-d56e9edda8ef,https://disclosure55.wechu.org/disclosure/Facility/Details/c90e7d8d-f68c-46b3-a505-13e316874185
Required,23-Mar-2023,location.href = '/disclosure/Inspection/Details/6fcf22c2-2fb3-4749-8453-03313988f41c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6fcf22c2-2fb3-4749-8453-03313988f41c,https://disclosure55.wechu.org/disclosure/Facility/Details/bf2e4272-794c-4977-b027-8c7550f90907
Required,04-Aug-2023,location.href = '/disclosure/Inspection/Details/f2366418-c737-4eb9-8396-f83aa9c0329d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f2366418-c737-4eb9-8396-f83aa9c0329d,https://disclosure55.wechu.org/disclosure/Facility/Details/20020b09-fa8e-45c8-95e9-0bf129f344e3
Required,08-May-2023,location.href = '/disclosure/Inspection/Details/2c417108-b24a-4bdd-a8e8-6e8875627621' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2c417108-b24a-4bdd-a8e8-6e8875627621,https://disclosure55.wechu.org/disclosure/Facility/Details/20020b09-fa8e-45c8-95e9-0bf129f344e3
Required,15-Jul-2022,location.href = '/disclosure/Inspection/Details/80974d52-61c2-4e51-99a2-e28a2ed7e1d5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/80974d52-61c2-4e51-99a2-e28a2ed7e1d5,https://disclosure55.wechu.org/disclosure/Facility/Details/20020b09-fa8e-45c8-95e9-0bf129f344e3
Re-Inspection,15-Feb-2024,location.href = '/disclosure/Inspection/Details/70879002-58bc-4703-aa37-980ac11da59a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/70879002-58bc-4703-aa37-980ac11da59a,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Required,31-Jan-2024,location.href = '/disclosure/Inspection/Details/be244454-c07b-43cf-b6e4-a971fae55b19' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/be244454-c07b-43cf-b6e4-a971fae55b19,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Re-Inspection,31-Jan-2024,location.href = '/disclosure/Inspection/Details/ef8073ff-9011-43e1-a6f6-b8f4a4d96f09' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ef8073ff-9011-43e1-a6f6-b8f4a4d96f09,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Required,15-Dec-2023,location.href = '/disclosure/Inspection/Details/7335aa0d-5d23-4197-a12b-381982d8dd57' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7335aa0d-5d23-4197-a12b-381982d8dd57,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Required,29-Jun-2023,location.href = '/disclosure/Inspection/Details/7ea1352b-ca49-4a00-8549-938d4dc33943' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7ea1352b-ca49-4a00-8549-938d4dc33943,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Re-Inspection,09-Nov-2022,location.href = '/disclosure/Inspection/Details/be5f2a1b-25b0-43bd-b641-a8a7e0a48fec' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/be5f2a1b-25b0-43bd-b641-a8a7e0a48fec,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Required,26-Oct-2022,location.href = '/disclosure/Inspection/Details/c5c5b405-7284-4d4a-a13e-ebbcfe516426' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c5c5b405-7284-4d4a-a13e-ebbcfe516426,https://disclosure55.wechu.org/disclosure/Facility/Details/9dd436be-d279-4271-b478-deeed8fe9f93
Required,13-Dec-2023,location.href = '/disclosure/Inspection/Details/4632133d-3d0d-41f1-b816-315c6a2481f4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4632133d-3d0d-41f1-b816-315c6a2481f4,https://disclosure55.wechu.org/disclosure/Facility/Details/e8ff4226-5aea-45fb-b4fe-7efe8a65a029
Required,30-Nov-2023,location.href = '/disclosure/Inspection/Details/15c6593b-aa20-42f9-b3d7-ed08f927230f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/15c6593b-aa20-42f9-b3d7-ed08f927230f,https://disclosure55.wechu.org/disclosure/Facility/Details/5fb7a2c2-41ac-4c22-a041-efda9eba103c
Required,23-Jun-2023,location.href = '/disclosure/Inspection/Details/326b3c7e-9e27-4fbd-94eb-1a171c04c5bf' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/326b3c7e-9e27-4fbd-94eb-1a171c04c5bf,https://disclosure55.wechu.org/disclosure/Facility/Details/5fb7a2c2-41ac-4c22-a041-efda9eba103c
Required,19-Sep-2023,location.href = '/disclosure/Inspection/Details/5367522e-651f-463a-82f1-84f4b43f818c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5367522e-651f-463a-82f1-84f4b43f818c,https://disclosure55.wechu.org/disclosure/Facility/Details/62e6a32b-db0e-41fa-9f37-2b83f32b9e9d
Re-Inspection,21-Dec-2022,location.href = '/disclosure/Inspection/Details/dd806f46-8873-4321-9003-f799d4e433b7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dd806f46-8873-4321-9003-f799d4e433b7,https://disclosure55.wechu.org/disclosure/Facility/Details/62e6a32b-db0e-41fa-9f37-2b83f32b9e9d
Required,28-Nov-2022,location.href = '/disclosure/Inspection/Details/f2c67afd-d3c4-417c-9c48-849b1c856152' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f2c67afd-d3c4-417c-9c48-849b1c856152,https://disclosure55.wechu.org/disclosure/Facility/Details/62e6a32b-db0e-41fa-9f37-2b83f32b9e9d
Required,08-Feb-2023,location.href = '/disclosure/Inspection/Details/830ff842-1ac9-4a59-9449-a91b00af2a20' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/830ff842-1ac9-4a59-9449-a91b00af2a20,https://disclosure55.wechu.org/disclosure/Facility/Details/608062da-713c-4878-a7d6-588193a48b49
Required,13-Feb-2024,location.href = '/disclosure/Inspection/Details/ccdd6bbf-f8bb-49a5-a356-a91ee656f603' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ccdd6bbf-f8bb-49a5-a356-a91ee656f603,https://disclosure55.wechu.org/disclosure/Facility/Details/aeb2e543-90d7-4245-872a-bfb255114fcb
Required,30-Jan-2023,location.href = '/disclosure/Inspection/Details/ba87578b-0914-4166-9cf5-6eb7cbdeb295' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ba87578b-0914-4166-9cf5-6eb7cbdeb295,https://disclosure55.wechu.org/disclosure/Facility/Details/aeb2e543-90d7-4245-872a-bfb255114fcb
Required,19-Oct-2023,location.href = '/disclosure/Inspection/Details/aebc318e-6133-4bc1-8742-5bdbcde3c6dd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/aebc318e-6133-4bc1-8742-5bdbcde3c6dd,https://disclosure55.wechu.org/disclosure/Facility/Details/262de00e-a787-424e-8206-300b71fc2a46
Required,27-Apr-2023,location.href = '/disclosure/Inspection/Details/9a5abe06-f757-4ad1-8137-44654a7f32ed' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9a5abe06-f757-4ad1-8137-44654a7f32ed,https://disclosure55.wechu.org/disclosure/Facility/Details/262de00e-a787-424e-8206-300b71fc2a46
Required,19-Oct-2023,location.href = '/disclosure/Inspection/Details/5e350534-5d1e-48bc-90db-a9770741d67b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5e350534-5d1e-48bc-90db-a9770741d67b,https://disclosure55.wechu.org/disclosure/Facility/Details/2992961a-ec6f-4bda-bd3d-a18e8b974636
Required,06-Dec-2023,location.href = '/disclosure/Inspection/Details/77f27062-8fff-4bc6-b89b-74b1427970b7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/77f27062-8fff-4bc6-b89b-74b1427970b7,https://disclosure55.wechu.org/disclosure/Facility/Details/629b9466-5af3-4c09-927c-f9091275c121
Required,11-Apr-2023,location.href = '/disclosure/Inspection/Details/cd3b825a-2bf4-4d39-a592-3a6d7bad4099' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cd3b825a-2bf4-4d39-a592-3a6d7bad4099,https://disclosure55.wechu.org/disclosure/Facility/Details/629b9466-5af3-4c09-927c-f9091275c121
Required,06-Dec-2023,location.href = '/disclosure/Inspection/Details/219ea2ed-977f-4103-bd23-4b7b946f2b43' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/219ea2ed-977f-4103-bd23-4b7b946f2b43,https://disclosure55.wechu.org/disclosure/Facility/Details/70043805-5818-4b71-b76f-2c05d188edcd
Required,11-Apr-2023,location.href = '/disclosure/Inspection/Details/33ebb55f-35a4-4e59-872f-f73e00b5fddc' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/33ebb55f-35a4-4e59-872f-f73e00b5fddc,https://disclosure55.wechu.org/disclosure/Facility/Details/70043805-5818-4b71-b76f-2c05d188edcd
Re-Inspection,27-Sep-2022,location.href = '/disclosure/Inspection/Details/f5cada7e-1965-4f0e-bbbe-15736b5ea339' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f5cada7e-1965-4f0e-bbbe-15736b5ea339,https://disclosure55.wechu.org/disclosure/Facility/Details/70043805-5818-4b71-b76f-2c05d188edcd
Required,31-Aug-2022,location.href = '/disclosure/Inspection/Details/38e8b3fd-02ff-4c60-a317-01ac99f8b490' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/38e8b3fd-02ff-4c60-a317-01ac99f8b490,https://disclosure55.wechu.org/disclosure/Facility/Details/70043805-5818-4b71-b76f-2c05d188edcd
Required,06-Dec-2023,location.href = '/disclosure/Inspection/Details/504cb5df-2b15-4361-aa00-c210c65d7caa' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/504cb5df-2b15-4361-aa00-c210c65d7caa,https://disclosure55.wechu.org/disclosure/Facility/Details/6d97464f-5d7c-4f8a-8f03-272972b7db3e
Required,22-Jun-2023,location.href = '/disclosure/Inspection/Details/c2b996a3-be85-42a6-8568-62b9cebd2d2e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c2b996a3-be85-42a6-8568-62b9cebd2d2e,https://disclosure55.wechu.org/disclosure/Facility/Details/6d97464f-5d7c-4f8a-8f03-272972b7db3e
Required,14-Dec-2022,location.href = '/disclosure/Inspection/Details/78eb40ac-5922-4050-a1d4-4d7190ea0db4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/78eb40ac-5922-4050-a1d4-4d7190ea0db4,https://disclosure55.wechu.org/disclosure/Facility/Details/6d97464f-5d7c-4f8a-8f03-272972b7db3e
Required,06-Dec-2023,location.href = '/disclosure/Inspection/Details/8ab751c0-b3f9-4931-9bfe-4cd908ff7eb0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8ab751c0-b3f9-4931-9bfe-4cd908ff7eb0,https://disclosure55.wechu.org/disclosure/Facility/Details/f2ab85b7-0875-4fb0-9ec6-4c11da5358be
Required,11-Apr-2023,location.href = '/disclosure/Inspection/Details/78accce2-f05e-46bc-8054-e76b7a7efc56' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/78accce2-f05e-46bc-8054-e76b7a7efc56,https://disclosure55.wechu.org/disclosure/Facility/Details/f2ab85b7-0875-4fb0-9ec6-4c11da5358be
Required,14-Dec-2022,location.href = '/disclosure/Inspection/Details/be27822f-ced2-403f-8bd1-7903c62c7cc8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/be27822f-ced2-403f-8bd1-7903c62c7cc8,https://disclosure55.wechu.org/disclosure/Facility/Details/f2ab85b7-0875-4fb0-9ec6-4c11da5358be
Required,14-Apr-2023,location.href = '/disclosure/Inspection/Details/0c8cc8f7-eb8f-4dc4-bab3-7b22be876463' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0c8cc8f7-eb8f-4dc4-bab3-7b22be876463,https://disclosure55.wechu.org/disclosure/Facility/Details/d6f4f71d-8cd8-47eb-989e-8117f4d4c148
Required,06-Feb-2024,location.href = '/disclosure/Inspection/Details/3f4bb615-564e-4d32-a5da-360236ec480a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3f4bb615-564e-4d32-a5da-360236ec480a,https://disclosure55.wechu.org/disclosure/Facility/Details/f4c6f9d0-8a7e-4b46-ab53-1505ba544da8
Required,27-Apr-2023,location.href = '/disclosure/Inspection/Details/edc3a0db-910e-4878-8c78-d4e1effa448d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/edc3a0db-910e-4878-8c78-d4e1effa448d,https://disclosure55.wechu.org/disclosure/Facility/Details/f4c6f9d0-8a7e-4b46-ab53-1505ba544da8
Required,01-Dec-2022,location.href = '/disclosure/Inspection/Details/b9e7b752-e94e-4fd0-b659-1f884eab30e5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b9e7b752-e94e-4fd0-b659-1f884eab30e5,https://disclosure55.wechu.org/disclosure/Facility/Details/f4c6f9d0-8a7e-4b46-ab53-1505ba544da8
Required,28-Feb-2024,location.href = '/disclosure/Inspection/Details/57880d1a-da28-4f6a-9014-826a80590053' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/57880d1a-da28-4f6a-9014-826a80590053,https://disclosure55.wechu.org/disclosure/Facility/Details/fa4f840b-b6ce-45cd-b4ac-6fd788d446cd
Required,01-Feb-2023,location.href = '/disclosure/Inspection/Details/19054261-d154-4c3f-a4df-8668bcd2f588' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/19054261-d154-4c3f-a4df-8668bcd2f588,https://disclosure55.wechu.org/disclosure/Facility/Details/fa4f840b-b6ce-45cd-b4ac-6fd788d446cd
Required,17-Nov-2022,location.href = '/disclosure/Inspection/Details/775150f3-12f6-4f9c-8ce3-c78a4b8adab2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/775150f3-12f6-4f9c-8ce3-c78a4b8adab2,https://disclosure55.wechu.org/disclosure/Facility/Details/fa4f840b-b6ce-45cd-b4ac-6fd788d446cd
Required,24-Jan-2024,location.href = '/disclosure/Inspection/Details/8d025cd5-0fcf-4f73-b85f-45761b3fdad4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8d025cd5-0fcf-4f73-b85f-45761b3fdad4,https://disclosure55.wechu.org/disclosure/Facility/Details/332901d5-c0ea-4a6a-a737-cc7700375b61
Required,29-Apr-2024,location.href = '/disclosure/Inspection/Details/f4fbd0ca-5848-468a-a018-b7eef480276d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f4fbd0ca-5848-468a-a018-b7eef480276d,https://disclosure55.wechu.org/disclosure/Facility/Details/f11c8809-a941-49c9-b324-07650d7d9b63
Required,15-Dec-2023,location.href = '/disclosure/Inspection/Details/807991e4-f6cd-476a-8b99-dad83c2fe9f1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/807991e4-f6cd-476a-8b99-dad83c2fe9f1,https://disclosure55.wechu.org/disclosure/Facility/Details/f11c8809-a941-49c9-b324-07650d7d9b63
Required,03-Oct-2023,location.href = '/disclosure/Inspection/Details/d7d4f7b4-ad0b-479a-a5ef-8ee201d63eb4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d7d4f7b4-ad0b-479a-a5ef-8ee201d63eb4,https://disclosure55.wechu.org/disclosure/Facility/Details/f11c8809-a941-49c9-b324-07650d7d9b63
