Facility Name,Site Address,Last Inspection Date,url_entity_partial,category,Facility Type,url_entity_full
Geerlinks Home Hardware- The Grilled Cheezery,295 Wellington Street  St. Thomas Ontario N5R 2S6,05/11/2023,location.href = '/Portal/Facility/Details/aa99216d-1ce3-47a3-94e8-090b4d083bd1' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aa99216d-1ce3-47a3-94e8-090b4d083bd1
German Canadian Club Saxonia Hall - Banquet,522 Talbot St W  Aylmer ON N5H 2T8,08/10/2023,location.href = '/Portal/Facility/Details/02725dbe-7d27-4109-a289-b5900e1eee71' ,Food,,https://healthinspect.ca/Portal/Facility/Details/02725dbe-7d27-4109-a289-b5900e1eee71
"Getaway Café and Lounge, The - Ontario Police College",10716 Hacienda Rd  Aylmer ON N5H 2T2,09/19/2023,location.href = '/Portal/Facility/Details/660b14d1-5c3a-4722-b303-1abed4fd0338' ,Food,,https://healthinspect.ca/Portal/Facility/Details/660b14d1-5c3a-4722-b303-1abed4fd0338
Ghost Kitchen Brands,499 Norwich Ave  Woodstock ON N4S 9A2,07/20/2023,location.href = '/Portal/Facility/Details/42f10462-112a-4cef-ae0c-0c6e738cfd81' ,Food,,https://healthinspect.ca/Portal/Facility/Details/42f10462-112a-4cef-ae0c-0c6e738cfd81
Giant Tiger,111 Charles St  Ingersoll ON N5C 1J9,10/23/2023,location.href = '/Portal/Facility/Details/d5eef95c-de8e-4937-8f72-06e5f5de1abe' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d5eef95c-de8e-4937-8f72-06e5f5de1abe
Giant Tiger,417 Wellington St  St Thomas ON N5R 5J5,11/01/2022,location.href = '/Portal/Facility/Details/5066b06e-37ae-4aa5-936f-93f09dcc3888' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5066b06e-37ae-4aa5-936f-93f09dcc3888
Giant Tiger,930 Dundas St  Woodstock ON N4S 8X6,09/19/2022,location.href = '/Portal/Facility/Details/4111a5d9-9753-4063-a40e-bfc84f263b81' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4111a5d9-9753-4063-a40e-bfc84f263b81
Gino's Pizza,200 Broadway St.  Tillsonburg ON N4G 5A7,05/17/2023,location.href = '/Portal/Facility/Details/c569085e-7c65-4862-9f01-1f037a6ef37f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c569085e-7c65-4862-9f01-1f037a6ef37f
Gino's Pizza & Wings,7-379 Springbank Ave  Woodstock ON N4T 1R3,06/27/2023,location.href = '/Portal/Facility/Details/e853956e-5729-45cf-94ae-a817cf75fc0e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e853956e-5729-45cf-94ae-a817cf75fc0e
Gino's Pizza Ingersoll,15 Thames St S  Ingersoll ON N5C 2S8,03/07/2023,location.href = '/Portal/Facility/Details/4ac7f18d-af56-4679-81ca-699364f2d25f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4ac7f18d-af56-4679-81ca-699364f2d25f
Giving Back St. Thomas,599 Talbot St  St. Thomas ON N5P 1C6,07/27/2023,location.href = '/Portal/Facility/Details/b4d16d95-f458-49df-bae8-98ee06d3a5db' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b4d16d95-f458-49df-bae8-98ee06d3a5db
Glen Haven Variety,1210 Talbot St  St Thomas ON N5P 1G7,,location.href = '/Portal/Facility/Details/a4cebf1f-926b-4b1d-8579-a09d793c02d2' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a4cebf1f-926b-4b1d-8579-a09d793c02d2
Glendale High School - Cafeteria,37 Glendale Dr.  Tillsonburg ON N4G 1J6,05/04/2023,location.href = '/Portal/Facility/Details/83b6ea51-f5f9-40dc-9058-d373bfdd21d4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/83b6ea51-f5f9-40dc-9058-d373bfdd21d4
Glendale High School - Nourishment Program,37 Glendale Dr.  Tillsonburg ON N4G 1J6,,location.href = '/Portal/Facility/Details/bd5712ec-7996-40e6-886a-3bcb7145c804' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bd5712ec-7996-40e6-886a-3bcb7145c804
"Goal Post, The",170 Currie St  Dutton ON N0L 1J0,05/25/2023,location.href = '/Portal/Facility/Details/e7c50712-5fcd-4826-a701-7fa89c959e79' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e7c50712-5fcd-4826-a701-7fa89c959e79
Godfather Pizza,308 Talbot St W  Aylmer ON N5H 1K2,06/23/2023,location.href = '/Portal/Facility/Details/bf632900-81f7-41b4-8951-42cc8f6ac1a5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bf632900-81f7-41b4-8951-42cc8f6ac1a5
Godfathers Pizza,2 Stover St  Norwich ON N0J 1P0,08/10/2023,location.href = '/Portal/Facility/Details/1cea5afd-f930-4d44-acf7-28b103fc44f6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1cea5afd-f930-4d44-acf7-28b103fc44f6
Golden Dragon,534 Elm St  St Thomas ON N5R 1K7,07/05/2023,location.href = '/Portal/Facility/Details/8de0dff2-910c-4e4d-9753-77ef70be3275' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8de0dff2-910c-4e4d-9753-77ef70be3275
Golden Restaurant,23 King St W  Ingersoll ON N5C 2J2,04/05/2023,location.href = '/Portal/Facility/Details/9c6acf85-21d0-4beb-9408-d4c09cf46e35' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9c6acf85-21d0-4beb-9408-d4c09cf46e35
Good Beginnings Day Care - Algonquin Child Care Centre,59 Algonquin Rd  Woodstock ON N4T 1R8,10/25/2023,location.href = '/Portal/Facility/Details/3371fd4f-cd92-4a58-add0-79ba04d223a0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3371fd4f-cd92-4a58-add0-79ba04d223a0
Good Beginnings Day Care - Community Complex,375 Finkle St  Woodstock ON N4S 1A3,08/15/2023,location.href = '/Portal/Facility/Details/67ab025e-cc1a-4630-87f6-b072f9238ddb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/67ab025e-cc1a-4630-87f6-b072f9238ddb
Good Beginnings Day Care - Oxford Gardens,423 Devonshire Ave  Woodstock ON N4S 0B2,07/05/2023,location.href = '/Portal/Facility/Details/7ca4ec4e-6268-4644-a3b2-cbca4f8592a3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7ca4ec4e-6268-4644-a3b2-cbca4f8592a3
Goodness Retirement Living - Institutional Food,16 Aldborough Ave  St. Thomas ON N5R 4S7,03/21/2023,location.href = '/Portal/Facility/Details/a4909bd7-4eac-4595-adea-cb01f37c42cf' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a4909bd7-4eac-4595-adea-cb01f37c42cf
Grab & GO Eatery,28 Princess Ave  St Thomas ON N5R 3V4,06/21/2023,location.href = '/Portal/Facility/Details/b54ad0dd-41f6-49da-ba1d-92f89c24384a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b54ad0dd-41f6-49da-ba1d-92f89c24384a
"Grace Café, The",323 Talbot St  St. Thomas ON N5P 1B5,10/24/2023,location.href = '/Portal/Facility/Details/5cbe001d-b93c-4013-9df1-881bee23f861' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5cbe001d-b93c-4013-9df1-881bee23f861
Grandma's Oven,157 John St N  Aylmer ON N5H 2B1,06/22/2023,location.href = '/Portal/Facility/Details/1eb45dff-f33b-417f-90c1-b17b24856ff2' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1eb45dff-f33b-417f-90c1-b17b24856ff2
Grassroots,100 Wilson Ave  St. Thomas Ontario N5R 3R2,09/22/2023,location.href = '/Portal/Facility/Details/02102bbe-1856-4526-9780-7c11d3e8a736' ,Food,,https://healthinspect.ca/Portal/Facility/Details/02102bbe-1856-4526-9780-7c11d3e8a736
Great Lakes Farms - Food,5111 Union Rd  Port Stanley ON N5L 1J2,09/06/2023,location.href = '/Portal/Facility/Details/85b83385-c475-41d7-8ec2-52237d3b2d88' ,Food,,https://healthinspect.ca/Portal/Facility/Details/85b83385-c475-41d7-8ec2-52237d3b2d88
Greek & Go,245 South Edgeware Rd  St. Thomas ON N5P 4C4,08/23/2023,location.href = '/Portal/Facility/Details/da6dc552-8fe0-4dd0-96ee-e4421c10ee27' ,Food,,https://healthinspect.ca/Portal/Facility/Details/da6dc552-8fe0-4dd0-96ee-e4421c10ee27
Green Frog Tea Room (Pinecroft),8122 Rogers Rd  Aylmer ON N5H 2R4,06/20/2023,location.href = '/Portal/Facility/Details/07672b9a-6a51-447f-a2d4-8ca56ddd73af' ,Food,,https://healthinspect.ca/Portal/Facility/Details/07672b9a-6a51-447f-a2d4-8ca56ddd73af
Green Roof Gas Bar Variety,4954 Sunset Rd  Port Stanley ON N5L 1J1,10/11/2023,location.href = '/Portal/Facility/Details/3a6ad759-a616-499e-bf16-fc4c4866108a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3a6ad759-a616-499e-bf16-fc4c4866108a
Greens Market Bakery - Briwood,1030 Talbot Street  St Thomas ON N5P 1G3,,location.href = '/Portal/Facility/Details/31e42f7d-16b1-4d3b-94b1-e0917a34fcfb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/31e42f7d-16b1-4d3b-94b1-e0917a34fcfb
Greta's Taco Wagon,550 Talbot Street W  Aylmer ON N5H 2T8,04/26/2023,location.href = '/Portal/Facility/Details/bca356bd-d106-463a-9fdc-e62ce2dc392d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bca356bd-d106-463a-9fdc-e62ce2dc392d
GT's Portside Restaurant,350 Edith Cavell Blvd  Port Stanley ON N5L 1E2,06/13/2023,location.href = '/Portal/Facility/Details/fecb48ba-36e8-4611-94d8-1c07a6f78af0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/fecb48ba-36e8-4611-94d8-1c07a6f78af0
Guac Mexi Grill,2-387 Norwich Ave  Woodstock ON N4S 3W4,10/24/2023,location.href = '/Portal/Facility/Details/fc65a597-b796-4219-b83c-c770ebf66acc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/fc65a597-b796-4219-b83c-c770ebf66acc
Guac Mexi Grill,8-1025 Talbot Street  St.Thomas ON N5P 3R6,09/07/2023,location.href = '/Portal/Facility/Details/ef4f2971-cc58-46d0-870b-cffeb6b71321' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ef4f2971-cc58-46d0-870b-cffeb6b71321
Halibut House Fish and Chips,1025 Talbot St  St Thomas ON N5P 3R6,09/19/2022,location.href = '/Portal/Facility/Details/ec5831d7-7d42-4236-a91e-4dd0556e1d56' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ec5831d7-7d42-4236-a91e-4dd0556e1d56
Hammersley's Fish Market,771 Talbot St  St. Thomas ON N5P 1E3,06/08/2023,location.href = '/Portal/Facility/Details/63caa264-5bac-414f-b8c7-347e1ac1e80a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/63caa264-5bac-414f-b8c7-347e1ac1e80a
Hammy'z,503 Norwich Ave  Woodstock ON N4S 9A2,,location.href = '/Portal/Facility/Details/bf416bd0-6df3-47f5-a945-9b0e9d85f834' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bf416bd0-6df3-47f5-a945-9b0e9d85f834
Hanak Foods,163 THAMES ST S  INGERSOLL ON N5C 2T6,08/24/2022,location.href = '/Portal/Facility/Details/ef6c9961-d820-4236-8b22-4182c1940117' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ef6c9961-d820-4236-8b22-4182c1940117
Hanak Foods (Arena Bites),97 Mutual St S  Ingersoll ON N5C 1S6,09/11/2023,location.href = '/Portal/Facility/Details/62b8a154-a4cb-4cf3-bc20-ffa5110f9a4e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/62b8a154-a4cb-4cf3-bc20-ffa5110f9a4e
Happy Hills Resort,923590 92nd Line  Embro ON N0J 1J0,08/21/2023,location.href = '/Portal/Facility/Details/6be35385-d014-410f-ba45-abfa224df9dc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6be35385-d014-410f-ba45-abfa224df9dc
Harbour Cheesecake,417 Wellington Street  St. Thomas Ontario N5R 5J5,08/03/2023,location.href = '/Portal/Facility/Details/2eb7ea0c-4860-4e24-a1f7-901279180af5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2eb7ea0c-4860-4e24-a1f7-901279180af5
Harbour Cheesecake,3A-204 Main Street  Port Stanley ON N5L 0B2,05/12/2023,location.href = '/Portal/Facility/Details/1fab2bf2-f654-4e10-b0b5-d85cb771fb0d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1fab2bf2-f654-4e10-b0b5-d85cb771fb0d
Harbour Cheesecake Trailer,6144 Mill Rd  Union ON N0L 2L0,07/27/2022,location.href = '/Portal/Facility/Details/f5683225-095d-4041-9d1e-9c7985c399e9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f5683225-095d-4041-9d1e-9c7985c399e9
"Harbour Merchant Coffee Company Inc, The",288 Bridge St  Port Stanley ON N5L 1C3,02/01/2023,location.href = '/Portal/Facility/Details/6deeba1c-63e3-4e0a-90cc-6b65d6ade6bf' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6deeba1c-63e3-4e0a-90cc-6b65d6ade6bf
Harbourtown Fudge,214 Emery Street  Port Stanley Ontario N5L 0A5,09/26/2023,location.href = '/Portal/Facility/Details/5b83dd4f-2def-4118-a093-d5f9766ee5ed' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5b83dd4f-2def-4118-a093-d5f9766ee5ed
Harmony Restaurant,91 Broadway St  Tillsonburg ON N4G 3P5,08/16/2023,location.href = '/Portal/Facility/Details/e51d7b38-3588-4a83-b9c8-a3476a72d4bd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e51d7b38-3588-4a83-b9c8-a3476a72d4bd
Harrington Community Centre,539 Victoria St  Harrington ON N0J 1J0,05/16/2023,location.href = '/Portal/Facility/Details/aa6ddb1c-f216-45fc-a0bf-221ecf09e140' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aa6ddb1c-f216-45fc-a0bf-221ecf09e140
Harrisfield Public School - Before & After School Program,2 Caffyn St  Ingersoll ON N5C 3M8,,location.href = '/Portal/Facility/Details/d8dd334e-37af-4dc4-95fd-7469c8ed0ca5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d8dd334e-37af-4dc4-95fd-7469c8ed0ca5
Harrisfield Public School - Milk Program,2 Caffyn St  Ingersoll ON N5C 3M8,01/30/2023,location.href = '/Portal/Facility/Details/89da2f91-7cbd-430a-960d-f6edd0d4aee7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/89da2f91-7cbd-430a-960d-f6edd0d4aee7
Harrisfield Public School - Nourishment Program,2 Caffyn St  Ingersoll ON N5C 3M8,01/30/2023,location.href = '/Portal/Facility/Details/bfc93387-e855-4ae1-8727-d0311cdf6dcf' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bfc93387-e855-4ae1-8727-d0311cdf6dcf
Harry's Charcoal Broiled,891 Talbot St  St Thomas ON N5P 1E6,06/06/2023,location.href = '/Portal/Facility/Details/8a406688-191b-4fcd-82d4-62a7c955221d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8a406688-191b-4fcd-82d4-62a7c955221d
Harvest Retirement Community,15 Harvest Ave  Tillsonburg ON N4G 0E2,07/28/2023,location.href = '/Portal/Facility/Details/6ad5695d-a2e3-4756-9ba9-2ce2998be1fc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6ad5695d-a2e3-4756-9ba9-2ce2998be1fc
Harvey Woods Lofts - Community Kitchen,18 Vansittart Ave  Woodstock ON N4S 0A2,04/19/2023,location.href = '/Portal/Facility/Details/2a02d3e3-a608-43a4-9e95-37d1e5a9f7d0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2a02d3e3-a608-43a4-9e95-37d1e5a9f7d0
Harvey's,415 Norwich Ave  Woodstock ON N4S 3W4,06/22/2023,location.href = '/Portal/Facility/Details/351dacfb-aa4e-4b5e-b94c-cab36eaf7db7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/351dacfb-aa4e-4b5e-b94c-cab36eaf7db7
Hasty Market,5 Woodstock St N  Tavistock ON N0B 2R0,12/13/2022,location.href = '/Portal/Facility/Details/e7843ada-c18e-4a0e-b424-d069379ea6c8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e7843ada-c18e-4a0e-b424-d069379ea6c8
Hasty Market,1 & 2-801 Dundas St  Woodstock ON N4S 1G4,07/07/2023,location.href = '/Portal/Facility/Details/011d4913-1a36-474b-ba6e-e32259694c42' ,Food,,https://healthinspect.ca/Portal/Facility/Details/011d4913-1a36-474b-ba6e-e32259694c42
Hayes Haven Farms,244618 Airport Rd  Tillsonburg ON N4G 4H1,02/21/2023,location.href = '/Portal/Facility/Details/619d7e27-1222-4b6f-9800-7198b3b4f85d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/619d7e27-1222-4b6f-9800-7198b3b4f85d
Hayes Haven Farms - Crepe Trailer,244600 Airport Rd  Tillsonburg ON N4G 4H1,04/27/2023,location.href = '/Portal/Facility/Details/b62d9273-eb3b-4bd7-a747-bc55a6c38abc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b62d9273-eb3b-4bd7-a747-bc55a6c38abc
HB Market - Meat Market,4-300 Talbot Street W  Aylmer ON N5H 1K2,07/14/2023,location.href = '/Portal/Facility/Details/061ea9d9-a3fc-4673-a412-f0d19e31e743' ,Food,,https://healthinspect.ca/Portal/Facility/Details/061ea9d9-a3fc-4673-a412-f0d19e31e743
HB Market (Truck),300 Talbot Street  Aylmer ON N5H 1K2,,location.href = '/Portal/Facility/Details/779a0676-f513-4a9c-9360-c397081af103' ,Food,,https://healthinspect.ca/Portal/Facility/Details/779a0676-f513-4a9c-9360-c397081af103
Health Centre Pharmacy,230 First Ave  St. Thomas ON N5R 4P5,,location.href = '/Portal/Facility/Details/b7a6968e-83a0-45dd-9c5e-3ac38f7887bd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b7a6968e-83a0-45dd-9c5e-3ac38f7887bd
"Health Shop, The",200 Broadway St  Tillsonburg ON N4G 5A7,08/16/2023,location.href = '/Portal/Facility/Details/8f251072-d596-46e8-b4fc-520c5b885fee' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8f251072-d596-46e8-b4fc-520c5b885fee
Health Supply Centre,102C Tillson Ave  Tillsonburg ON N4G 3A1,01/16/2023,location.href = '/Portal/Facility/Details/305431ee-d776-4605-bcce-3d53c54653f1' ,Food,,https://healthinspect.ca/Portal/Facility/Details/305431ee-d776-4605-bcce-3d53c54653f1
Healthy Life-Styles,1091 Talbot Street  St. Thomas Ontario N5P 1G4,05/04/2023,location.href = '/Portal/Facility/Details/de66ef0b-2c6c-4e66-8fda-a52adac5e6c7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/de66ef0b-2c6c-4e66-8fda-a52adac5e6c7
Heavenly Sweets,127 Thames Street S  Ingersoll ON N5C 2T3,07/17/2023,location.href = '/Portal/Facility/Details/ca73eb70-80e9-4fba-9509-5c6e8c7483db' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ca73eb70-80e9-4fba-9509-5c6e8c7483db
Heavenly Sweets - The Soulful Spoon,127 Thames St S  Ingersoll ON N5C 2T3,,location.href = '/Portal/Facility/Details/53028ef8-3b3c-4c77-be1f-b473f1bdf202' ,Food,,https://healthinspect.ca/Portal/Facility/Details/53028ef8-3b3c-4c77-be1f-b473f1bdf202
Helm Baked,111 Caverly Rd  Aylmer ON N5H2V8,,location.href = '/Portal/Facility/Details/24cdf730-e9a3-4364-be2c-d42e6780a0ff' ,Food,,https://healthinspect.ca/Portal/Facility/Details/24cdf730-e9a3-4364-be2c-d42e6780a0ff
Heritage Lanes,1213 Talbot St  St. Thomas ON N5P 1G8,06/08/2023,location.href = '/Portal/Facility/Details/2deea893-0d43-4a74-b937-fd5d711904c0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2deea893-0d43-4a74-b937-fd5d711904c0
Hickory Grove - Kitchen,21527 Gray Line  Rodney ON N0L 2C0,05/19/2023,location.href = '/Portal/Facility/Details/30df7a8b-06e2-47cd-895c-e6a60ecfb0e9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/30df7a8b-06e2-47cd-895c-e6a60ecfb0e9
Hickory Grove - Store,21527 Gray Line  Rodney ON N0L 2C0,05/19/2023,location.href = '/Portal/Facility/Details/99e182f0-cb95-4763-868a-daab5b5208ba' ,Food,,https://healthinspect.ca/Portal/Facility/Details/99e182f0-cb95-4763-868a-daab5b5208ba
Hickson Central School - Before & After School Program,161 Lovey's St  Hickson ON N0J 1L0,,location.href = '/Portal/Facility/Details/0a8486b6-eee1-4440-a385-8c318500ebd7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0a8486b6-eee1-4440-a385-8c318500ebd7
Hickson Central School - Milk Program,161 Loveys St  Hickson ON N0J 1L0,,location.href = '/Portal/Facility/Details/d095646a-fec7-4942-82d5-d52070648c8e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d095646a-fec7-4942-82d5-d52070648c8e
Hickson Central School - Nourishment program,161 Loveys St  Hickson ON N0J 1L0,,location.href = '/Portal/Facility/Details/0f5581eb-c431-4f32-b940-1ab00143287f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0f5581eb-c431-4f32-b940-1ab00143287f
Hickson Park,99 Lovey's St  Hickson ON,05/10/2023,location.href = '/Portal/Facility/Details/40b13cae-a510-4c90-91c9-813768d9b834' ,Food,,https://healthinspect.ca/Portal/Facility/Details/40b13cae-a510-4c90-91c9-813768d9b834
Hickson Pavilion,99 Lovey's St  Hickson ON,05/10/2023,location.href = '/Portal/Facility/Details/41b04d4f-a11b-4988-9c65-618f485c1c3e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/41b04d4f-a11b-4988-9c65-618f485c1c3e
Highland Restaurant,103 Commissioners St  Embro ON N0J 1J0,07/04/2023,location.href = '/Portal/Facility/Details/8e281ba4-9b30-4c2c-92f1-606702e687f9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8e281ba4-9b30-4c2c-92f1-606702e687f9
Hissing Goose Coffee Roasters Inc,71 Oakridge Ave  Innerkip ON N0J 1M0,04/18/2023,location.href = '/Portal/Facility/Details/4ccc80c9-f33a-408e-8405-16ff068837a9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4ccc80c9-f33a-408e-8405-16ff068837a9
HKM Restaurants Ont. Inc O/A Legends Tavern,600 Talbot Street  St. Thomas Ontario N5P 1C7,09/26/2023,location.href = '/Portal/Facility/Details/a0deb7ae-4c6c-4a25-9f05-1426bea324fd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a0deb7ae-4c6c-4a25-9f05-1426bea324fd
Holiday Inn Express & Suites,510 Norwich Ave  Woodstock ON N4S 3W5,06/28/2023,location.href = '/Portal/Facility/Details/f2f3c06a-621a-4817-94ac-b2a9417f2a96' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f2f3c06a-621a-4817-94ac-b2a9417f2a96
Holiday Inn Express & Suites-St. Thomas,275 Highview Ave  St. Thomas Ontario N5R 5Y5,,location.href = '/Portal/Facility/Details/c5a4c2ef-aba8-49ab-bdcd-162b49160ffb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c5a4c2ef-aba8-49ab-bdcd-162b49160ffb
Holy Angels Parish Hall,502 Talbot St  St Thomas ON N5R 1C2,10/18/2023,location.href = '/Portal/Facility/Details/af4a730e-ac28-4c46-a891-6109730bdadb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/af4a730e-ac28-4c46-a891-6109730bdadb
Holy Family Catholic School - Before & After School Program,177 Oxford St  Woodstock ON N4S 6A8,10/06/2023,location.href = '/Portal/Facility/Details/94d7c6fa-a6d3-469b-b8cf-8ae96b9a8858' ,Food,,https://healthinspect.ca/Portal/Facility/Details/94d7c6fa-a6d3-469b-b8cf-8ae96b9a8858
Holy Family Catholic School - Milk Program,177 Oxford St  Woodstock ON N4S 6A8,,location.href = '/Portal/Facility/Details/e58a730c-1d90-46c2-b26f-99aecf577168' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e58a730c-1d90-46c2-b26f-99aecf577168
