Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Services Inspected,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
The Taco Bar,30 Hanna Ave  Capreol ON P0M 1H0,Mobile Food Premises,,location.href = '/Facility/Details/5bc57679-017f-4d47-b470-6d70ed8631a7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5bc57679-017f-4d47-b470-6d70ed8631a7
The Toboggan Hill Canteen,15589 Highway 6  Manitowaning ON P0P 1N0,Food Take Out,14-Mar-2024,location.href = '/Facility/Details/45a172ac-7536-44bb-a2cb-ef4146552014' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/45a172ac-7536-44bb-a2cb-ef4146552014
The Train Station,5-31 Birch Street  Chapleau ON P0M 1K0,Private Club,20-Feb-2024,location.href = '/Facility/Details/ebdf6fe9-da39-4517-b6b5-e643b79db360' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ebdf6fe9-da39-4517-b6b5-e643b79db360
The Trough Cook Shack / Copper Cliff Curling Club,39 Veterans Road  Copper Cliff ON P0M 1N0,Special Event Banquet Hall,22-Feb-2024,location.href = '/Facility/Details/4f4eb526-0fc5-413f-8980-690060d268d0' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4f4eb526-0fc5-413f-8980-690060d268d0
The Twisted Sister,Mobile food premises oeprates at varying locations,Mobile Food Premises,06-Jun-2023,location.href = '/Facility/Details/79fb6de2-250e-42d7-8c61-1b483023e27c' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/79fb6de2-250e-42d7-8c61-1b483023e27c
The Ugly Barn Farm,611 Ratter Lake Road  Markstay ON P0M 2G0,Food Processing Plant,28-Sep-2023,location.href = '/Facility/Details/029a77bf-22af-4cdc-9110-c01e103a9b19' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/029a77bf-22af-4cdc-9110-c01e103a9b19
The Valley Market,14-5085 Old Highway  69 Hanmer Ontario P3P 1P7,Food Store (Convenience / Variety),14-Feb-2024,location.href = '/Facility/Details/7fc49223-c90b-420b-bfbb-5745f72301e7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7fc49223-c90b-420b-bfbb-5745f72301e7
The Voyageur Chipstand,24 Notre Dame St E  Noëlville ON P0M 2N0,Food Take Out,20-Jun-2023,location.href = '/Facility/Details/dd552678-0378-4e43-82b9-1f5ee4c14387' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/dd552678-0378-4e43-82b9-1f5ee4c14387
The Walford,99 Walford Rd  Sudbury ON P3E 6K3,Hospital / LTCF / Retirement Home / Institutional Setting,05-Jan-2024,location.href = '/Facility/Details/255662f2-6775-4cbb-8cd5-12db79863863' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/255662f2-6775-4cbb-8cd5-12db79863863
The Walford on the Park,38 Godfrey Dr  Copper Cliff ON P0M 1N0,Hospital / LTCF / Retirement Home / Institutional Setting,02-May-2024,location.href = '/Facility/Details/9764293b-1938-447f-8b76-a3fa3451d47b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9764293b-1938-447f-8b76-a3fa3451d47b
The West Arm Lodge and Restaurant,2670 Hwy 535  St. Charles ON P0M 2W0,Restaurant,18-Aug-2022,location.href = '/Facility/Details/e917c7a3-efa6-44de-97ad-ebf905e3332e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e917c7a3-efa6-44de-97ad-ebf905e3332e
The Westmount Retirement Home,599 William Ave  Sudbury ON P3A 5W3,Hospital / LTCF / Retirement Home / Institutional Setting,20-Feb-2024,location.href = '/Facility/Details/414dab6c-45e5-452c-849a-931ad42ab40f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/414dab6c-45e5-452c-849a-931ad42ab40f
The Westree Stand,2542 Highway 560A  Westree ON P0M 2X0,Food Store (Convenience / Variety),03-Oct-2023,location.href = '/Facility/Details/86789e54-5d3c-4dd1-828e-caec3c4cde4c' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/86789e54-5d3c-4dd1-828e-caec3c4cde4c
The William Ramsey Tour Boat,100 Ramsey Lake Rd  Sudbury ON P3E 5S9,Chartered / Cruise Boat,01-Aug-2023,location.href = '/Facility/Details/be11d9d8-1824-4b53-835e-adcdb2ec0ba0' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/be11d9d8-1824-4b53-835e-adcdb2ec0ba0
The Wolf Hut,1930 Maley Drive  Sudbury ON P3L 1M5,Mobile Food Premises,10-Aug-2023,location.href = '/Facility/Details/3ceaebf7-9bc9-426c-9a09-013ba8510eea' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3ceaebf7-9bc9-426c-9a09-013ba8510eea
Theresa Playground,155 Carmen St  Hanmer ON P3P 1N4,Refreshment / Concession Stand,,location.href = '/Facility/Details/78de01eb-2901-416e-ba8b-cb98ee3cba14' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/78de01eb-2901-416e-ba8b-cb98ee3cba14
Tim and Tony's Restaurant,2924 Old Highway 69  Val Caron ON P3N 1E3,Restaurant,18-Mar-2024,location.href = '/Facility/Details/a8b3ad62-4c27-4718-a8a7-e28bb79108f4' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a8b3ad62-4c27-4718-a8a7-e28bb79108f4
Tim Hortons,29 Regional Road 84  Capreol ON P0M 1H0,Restaurant,03-Apr-2024,location.href = '/Facility/Details/49ac6262-bc13-432b-b8aa-de4ee4ed73b4' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/49ac6262-bc13-432b-b8aa-de4ee4ed73b4
Tim Hortons,45 Manitowaning Road  Little Current ON P0P 1K0,Restaurant,15-Mar-2024,location.href = '/Facility/Details/d33a5026-1b9f-4dd2-bb68-29f584cb14f7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d33a5026-1b9f-4dd2-bb68-29f584cb14f7
Tim Hortons (Restaurant #100032),1373 Martindale Road  Sudbury ON P3E 4J7,Restaurant,07-Feb-2024,location.href = '/Facility/Details/fefd200d-4fa1-4d49-88a6-cabe22e7f4b5' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fefd200d-4fa1-4d49-88a6-cabe22e7f4b5
Tim Hortons (Restaurant #100248),3013 Highway 69 North  Val Caron ON P3N 1R8,Refreshment / Concession Stand,16-Feb-2024,location.href = '/Facility/Details/909f2aee-fb5b-48de-92fb-f1c8a2f6288d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/909f2aee-fb5b-48de-92fb-f1c8a2f6288d
Tim Hortons (Restaurant #100260),1003 Kingsway Boulevard  Sudbury ON P3B 2E6,Restaurant,06-May-2024,location.href = '/Facility/Details/210e1105-79b1-43e5-a4a3-81fc33de12f9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/210e1105-79b1-43e5-a4a3-81fc33de12f9
Tim Hortons (Restaurant #100331),3140 Highway 69 North  Val Caron ON P3N 1G3,Restaurant,29-Feb-2024,location.href = '/Facility/Details/d31ead2a-6ac8-46fb-bdb0-8a30ab0dc93e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d31ead2a-6ac8-46fb-bdb0-8a30ab0dc93e
Tim Hortons (Restaurant #100431),1205 Falconbridge Road  Sudbury ON P3A 4N4,Restaurant,26-Jan-2024,location.href = '/Facility/Details/3b04ed2d-56e4-4e0f-899e-cf1cfb5dd62a' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3b04ed2d-56e4-4e0f-899e-cf1cfb5dd62a
Tim Hortons (Restaurant #100570),3755 Highway 144  Chelmsford ON P0M 1L0,Restaurant,02-Apr-2024,location.href = '/Facility/Details/9744827d-7d77-40f9-910b-11473da366d2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9744827d-7d77-40f9-910b-11473da366d2
Tim Hortons (Restaurant #100622),85 Regional Road 24  Lively ON P3Y 1C3,Restaurant,07-Nov-2023,location.href = '/Facility/Details/fe6e086a-c688-415c-a193-512a186bad1a' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fe6e086a-c688-415c-a193-512a186bad1a
Tim Hortons (Restaurant #100644),5085 Highway 69 North  Hanmer ON P3P 1P7,Restaurant,21-Feb-2024,location.href = '/Facility/Details/48e76bbb-87b3-4a43-a6c5-cac37bf50fc3' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/48e76bbb-87b3-4a43-a6c5-cac37bf50fc3
Tim Hortons (Restaurant #100661),1486 Lasalle Boulevard  Sudbury ON P3A 1Z7,Restaurant,22-Feb-2024,location.href = '/Facility/Details/d6aedeb4-8d0f-46f1-8147-8f225fda8bde' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d6aedeb4-8d0f-46f1-8147-8f225fda8bde
Tim Hortons (Restaurant #100722),465 Barrydowne Road  Sudbury ON P3A 3T4,Restaurant,19-Mar-2024,location.href = '/Facility/Details/0553accc-507e-4ab7-a073-6570abfb0cd8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0553accc-507e-4ab7-a073-6570abfb0cd8
Tim Hortons (Restaurant #101023),2040 Algonquin Road  Sudbury ON P3E 4Z6,Restaurant,13-Feb-2024,location.href = '/Facility/Details/cbc124fa-b546-47f0-9eff-8009f329d36d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cbc124fa-b546-47f0-9eff-8009f329d36d
Tim Hortons (Restaurant #101137),1813 Regent Street  Sudbury ON P3E 3Z7,Refreshment / Concession Stand,28-Feb-2023,location.href = '/Facility/Details/98263518-5959-4ab4-960b-be6efdf903a6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/98263518-5959-4ab4-960b-be6efdf903a6
Tim Hortons (Restaurant #101361),701 Centre Street  Espanola ON P5E 1J9,Restaurant,06-Feb-2024,location.href = '/Facility/Details/3ad25cdf-0bd7-46cf-b4e8-f3f8719a335d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3ad25cdf-0bd7-46cf-b4e8-f3f8719a335d
Tim Hortons (Restaurant #101456),11 Main Street West  Dowling ON P0M 1R0,Restaurant,08-Jan-2024,location.href = '/Facility/Details/d24c6ecb-8162-4835-94c6-e46a5c73006c' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d24c6ecb-8162-4835-94c6-e46a5c73006c
Tim Hortons (Restaurant #101478),970 Lorne Street  Sudbury ON P3C 4R9,Restaurant,18-Apr-2024,location.href = '/Facility/Details/219d7cf8-9e8e-443e-a7e8-2295f7540e94' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/219d7cf8-9e8e-443e-a7e8-2295f7540e94
Tim Hortons (Restaurant #101507),2689 Kingsway Boulevard  Sudbury ON P3B 2G1,Restaurant,12-Mar-2024,location.href = '/Facility/Details/b45f20db-caa0-4bab-b2b7-e4371bf50757' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b45f20db-caa0-4bab-b2b7-e4371bf50757
Tim Hortons (Restaurant #101633),329 Highway 17 West  McKerrow ON P0P 1M0,Restaurant,21-Nov-2023,location.href = '/Facility/Details/c858c799-bc9b-46e7-be6d-68b4791ff791' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c858c799-bc9b-46e7-be6d-68b4791ff791
Tim Hortons (Restaurant #101794),196 Cedar Street  Sudbury ON P3B 1B4,Food Take Out,11-Jan-2024,location.href = '/Facility/Details/faf5db09-2cf0-4295-bc71-dcd85e872fb5' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/faf5db09-2cf0-4295-bc71-dcd85e872fb5
Tim Hortons (Restaurant #101933),3000 Falconbridge Road  Garson ON P3L 1V1,Restaurant,26-Feb-2024,location.href = '/Facility/Details/3ab56532-6e6b-443c-b7cc-b21eb6035952' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3ab56532-6e6b-443c-b7cc-b21eb6035952
Tim Hortons (Restaurant #101961),514 Notre Dame Street East  Azilda ON P0M 1B0,Restaurant,22-Apr-2024,location.href = '/Facility/Details/e330d191-17c3-46aa-aa9d-321686da2912' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e330d191-17c3-46aa-aa9d-321686da2912
Tim Hortons (Restaurant #102056),679 Lorne Street  Sudbury ON P3C 4R4,Restaurant,26-Apr-2024,location.href = '/Facility/Details/86c12fc3-9ec1-413e-b4c4-d13ff8150384' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/86c12fc3-9ec1-413e-b4c4-d13ff8150384
Tim Hortons (Restaurant #102114),1349 Lasalle Boulevard  Sudbury ON P3A 1Z2,Food Take Out,17-Apr-2024,location.href = '/Facility/Details/f0f05e1d-1347-483e-93c5-0bfad436b0b8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/f0f05e1d-1347-483e-93c5-0bfad436b0b8
Tim Hortons (Restaurant #8368),885 Notre Dame Avenue  Sudbury ON P3A 2T2,Restaurant,18-Jan-2024,location.href = '/Facility/Details/15049208-1f4c-47f8-bdad-fc6409a962d8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/15049208-1f4c-47f8-bdad-fc6409a962d8
Tim Hortons Restaurant # 106078,100 Second Avenue  Coniston Ontario P0M 1M0,Food Take Out,21-Mar-2024,location.href = '/Facility/Details/23bd7004-bce5-4833-83c5-15885f8b7f4b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/23bd7004-bce5-4833-83c5-15885f8b7f4b
Timberlane Rustic Lodges,249 Mill Rd  Mindemoya ON P0P 1S0,Restaurant,,location.href = '/Facility/Details/7d27cb1f-f747-4896-bf5a-784d6d20f6da' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7d27cb1f-f747-4896-bf5a-784d6d20f6da
Timberwolf Golf Course,1930 Maley Drive  Sudbury ON P3L 1M5,Restaurant,01-Jun-2023,location.href = '/Facility/Details/d1aec474-61b1-43c2-b054-e11934023328' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d1aec474-61b1-43c2-b054-e11934023328
Timberwolf Golf Course,1930 Maley Dr  Sudbury ON P3L 1M5,Cocktail Bar / Beverage Room,15-May-2023,location.href = '/Facility/Details/e8cb6a46-978c-4bdb-bbcd-d5664093b6ba' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e8cb6a46-978c-4bdb-bbcd-d5664093b6ba
Timberwolf Golf Course - ProGolf Liquidators & Indoor Golf,1930 Maley Drive  Garson ON P3L 1M5,Refreshment / Concession Stand,07-Feb-2024,location.href = '/Facility/Details/a133911d-e7ba-415a-99b8-fa09b3fe5066' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a133911d-e7ba-415a-99b8-fa09b3fe5066
Timberwolf Pro Shop,1930 Maley Drive  Sudbury ON P3L 1M5,Food Store (Convenience / Variety),15-May-2023,location.href = '/Facility/Details/ee34438b-5845-409a-9372-27b5af7ca3d1' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ee34438b-5845-409a-9372-27b5af7ca3d1
Tin Cup Coffee Shop,800 Centre St  Espanola ON P5E 1J1,Restaurant,07-Mar-2024,location.href = '/Facility/Details/7f97d28a-47f0-4ae8-88f4-281b707378d2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7f97d28a-47f0-4ae8-88f4-281b707378d2
Tina's Treats,2663 Whitson Lake Drive  Val Caron ON P3N 1S6,Food Take Out,26-Oct-2023,location.href = '/Facility/Details/5fff53e0-db36-4ebb-9804-e35e85129482' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5fff53e0-db36-4ebb-9804-e35e85129482
Tita Ana,1238 Lansing Avenue  Sudbury ON P3A 4C3,Caterer,10-Apr-2024,location.href = '/Facility/Details/c93e51af-a73d-48a0-ab94-1f827d894dd4' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c93e51af-a73d-48a0-ab94-1f827d894dd4
Toe Blake Memorial Arena,70 Government Rd  Coniston ON P0M 1M0,Refreshment / Concession Stand,25-Jan-2024,location.href = '/Facility/Details/8581f4ff-bae8-41e9-be09-399a2cc6d427' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8581f4ff-bae8-41e9-be09-399a2cc6d427
Tommy's Not Here,1889 Regent St  Sudbury ON P3E 3Z7,Restaurant,22-Jun-2023,location.href = '/Facility/Details/d9d6109b-071d-4d52-8570-9c94b5aab45d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d9d6109b-071d-4d52-8570-9c94b5aab45d
Tony V's Pizza & Restaurant,1323 Martindale Road  Sudbury ON P3E 4J7,Restaurant,24-Aug-2023,location.href = '/Facility/Details/e3daf9a5-a9b6-4158-a77d-fa48c6554227' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e3daf9a5-a9b6-4158-a77d-fa48c6554227
Tony V's Pizza & Restaurant - Nesci's Catering,1323 Martindale Road  Sudbury ON P3E 4J7,Caterer,24-Aug-2023,location.href = '/Facility/Details/237ecef8-7a9b-4f72-9653-60b8639f4f7f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/237ecef8-7a9b-4f72-9653-60b8639f4f7f
Tony's Variety & Video,426 Mead Boulevard  Espanola ON P5E 1M1,Food Store (Convenience / Variety),16-Oct-2023,location.href = '/Facility/Details/b3868bd2-7edb-46e9-b388-a412a643399e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b3868bd2-7edb-46e9-b388-a412a643399e
Toppers Pizza,88 Centre Street  Espanola ON P5E 1S4,Restaurant,19-Jan-2024,location.href = '/Facility/Details/54fdbf92-e6e5-4056-8a49-7e5052f30698' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/54fdbf92-e6e5-4056-8a49-7e5052f30698
Topper's Pizza,301 King Street  Sudbury ON P3B 2K7,Restaurant,01-Feb-2024,location.href = '/Facility/Details/4c4999ea-b0c8-4966-9414-7b5625c9da8a' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4c4999ea-b0c8-4966-9414-7b5625c9da8a
Topper's Pizza,140 Regional Road  24 Lively ON P3Y 1C3,Food Take Out,05-Feb-2024,location.href = '/Facility/Details/afe239c9-c2b0-45d4-8f04-646c20a52851' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/afe239c9-c2b0-45d4-8f04-646c20a52851
Topper's Pizza,3080 Highway 69 North  Val Caron ON P3N 1E3,Restaurant,21-Feb-2024,location.href = '/Facility/Details/8d9eed85-afba-4b4e-bf67-84f7c8bc8c70' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8d9eed85-afba-4b4e-bf67-84f7c8bc8c70
Topper's Pizza,904 Barrydowne Road  Sudbury ON P3A 3V2,Restaurant,29-Feb-2024,location.href = '/Facility/Details/b1842509-b307-40a6-ba76-4275639764da' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b1842509-b307-40a6-ba76-4275639764da
Topper's Pizza,360 Second Avenue North  Sudbury ON P3B 3Y4,Food Take Out,12-Jan-2024,location.href = '/Facility/Details/0f8e264b-1831-4f45-9871-36bdf65c5e9f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0f8e264b-1831-4f45-9871-36bdf65c5e9f
Topper's Pizza,3098 Falconbridge Road  Garson ON P3L 1P5,Restaurant,26-Feb-2024,location.href = '/Facility/Details/ad58654b-3f71-43bc-841a-4a8fa00cda08' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ad58654b-3f71-43bc-841a-4a8fa00cda08
Topper's Pizza,3563 Highway 144  Chelmsford ON P0M 1L0,Restaurant,15-Apr-2024,location.href = '/Facility/Details/d9127abf-9b23-4db1-a50e-20f6312cba53' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d9127abf-9b23-4db1-a50e-20f6312cba53
Topper's Pizza,1984 Regent Street  Sudbury ON P3E 5S1,Food Take Out,31-Jan-2024,location.href = '/Facility/Details/b86d597d-4432-427f-8939-f5a5d05145e7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b86d597d-4432-427f-8939-f5a5d05145e7
Touch of Heaven Nordic Spa & Retreat - Cafe,309 Old Skead Rd  Garson ON P3L 1N3,Restaurant,24-Jan-2024,location.href = '/Facility/Details/e7027d22-b7ab-4f64-8a11-bbffb0d15328' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e7027d22-b7ab-4f64-8a11-bbffb0d15328
Towne Place Suites By Marriott,1710 Kingsway Blvd  Sudbury ON P3B 0E4,Cocktail Bar / Beverage Room,08-Mar-2023,location.href = '/Facility/Details/243132f0-da6a-4e6c-8b64-4591d02f12cd' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/243132f0-da6a-4e6c-8b64-4591d02f12cd
Towne Place Suites By Marriott,1710 Kingsway Blvd  Sudbury ON P3B 0E4,Restaurant,13-Mar-2024,location.href = '/Facility/Details/b21598c2-8783-4af2-993c-68f67bb1dfe9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b21598c2-8783-4af2-993c-68f67bb1dfe9
Towne Place Suites by Marriott - In A Pinch Market,1710 Kingsway Boulevard  Sudbury ON P3B 0E4,Food Store (Convenience / Variety),13-Mar-2024,location.href = '/Facility/Details/6470bb76-5b5c-48f6-851f-aef71b16caf0' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6470bb76-5b5c-48f6-851f-aef71b16caf0
TowneHouse,206 Elgin Street  Sudbury ON P3E 3N5,Restaurant,08-Mar-2024,location.href = '/Facility/Details/e2824e82-9234-49ec-a011-f8d7b327bfbc' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e2824e82-9234-49ec-a011-f8d7b327bfbc
"Toys ""R"" Us / Babies ""R"" Us",1099 Marcus Dr  Sudbury ON P3B 4K5,Food Store (Convenience / Variety),02-Apr-2024,location.href = '/Facility/Details/a9fa3c7e-415d-4da3-ade4-efa1f3106384' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a9fa3c7e-415d-4da3-ade4-efa1f3106384
Treat Yourself Bake Shoppe,3077 Errington Avenue South  Chelmsford ON P0M 1L0,Bakery (Retail and Production),06-May-2024,location.href = '/Facility/Details/ba2f5549-2925-446c-9820-18d580f2bd48' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ba2f5549-2925-446c-9820-18d580f2bd48
Tresor des tout-petits,20 St. Antoine St  Noelville ON P0M 2N0,Child-Care Setting Food Preparation,09-Feb-2024,location.href = '/Facility/Details/0bef4720-6672-48c1-8e48-2dac39f51003' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0bef4720-6672-48c1-8e48-2dac39f51003
Tricia's Baked Goods,1992 Hwy 17 East  Massey ON P0P 1P0,Bakery (Retail and Production),08-Nov-2023,location.href = '/Facility/Details/a3f6a49d-0ebe-48c6-983e-ffbe8f756f3d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a3f6a49d-0ebe-48c6-983e-ffbe8f756f3d
Trinity Evangelical Lutheran Church,189 Regent Street  Sudbury ON P3C 4C4,Church Banquet Facility,07-Dec-2023,location.href = '/Facility/Details/bd376e4d-5017-4231-9e03-b880f8222599' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bd376e4d-5017-4231-9e03-b880f8222599
Trinity United Church,36 Beech Street  Chapleau ON P0M 1K0,Church Banquet Facility,13-Dec-2023,location.href = '/Facility/Details/6b3217ea-c20f-4aba-831e-be757a43cda7' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6b3217ea-c20f-4aba-831e-be757a43cda7
Trinity United Church,218 Sixth Avenue  Lively ON P3Y 1Z7,Church Banquet Facility,09-Nov-2023,location.href = '/Facility/Details/dffc9ec6-6f6d-4b08-8503-5fb763d50999' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/dffc9ec6-6f6d-4b08-8503-5fb763d50999
