Facility Name,Facility Type,Last Inspection Date,Site Address,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
The Apple Place,Bakery - Production,17-Oct-2023,99 Queensway E. Simcoe ON N3Y 4M5,location.href = '/Portal/Facility/Details/27b16acd-a914-4827-a388-33f6b50bf4fe' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/27b16acd-a914-4827-a388-33f6b50bf4fe
The Arbor,Food Take Out,16-Jun-2023,101 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/62911b3a-9c15-4936-83b8-3694461326fc' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/62911b3a-9c15-4936-83b8-3694461326fc
The Argyle St. Grill,Restaurant,05-Feb-2024,101-345 Argyle St S. Caledonia ON N3W 1L8,location.href = '/Portal/Facility/Details/77ed4ac8-b6d1-427d-8601-cb121f8fbc21' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/77ed4ac8-b6d1-427d-8601-cb121f8fbc21
The Aspen Catering Company,Food Caterer,18-Dec-2023,4152 Hwy 3 E Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/9fb4fb2b-27a0-4bd6-b7b1-77ad2828e984' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9fb4fb2b-27a0-4bd6-b7b1-77ad2828e984
The Aud,Snack Bar / Refreshment Stand,08-Feb-2024,172 South Dr Simcoe ON N3Y 1G6,location.href = '/Portal/Facility/Details/34b0eb8e-269b-4c43-84bb-2ab1a31c4546' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34b0eb8e-269b-4c43-84bb-2ab1a31c4546
The Back Kitchen,Food Take Out,11-Apr-2024,1709 Front Road St. Williams Ontario N0E 1P0,location.href = '/Portal/Facility/Details/7e519f4a-b387-4bd0-b427-8cddce2e0a80' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7e519f4a-b387-4bd0-b427-8cddce2e0a80
The Baked Barista,Special Event Vendor,,ON,location.href = '/Portal/Facility/Details/1740c69e-d40e-447b-85c1-26e6a2ecbced' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1740c69e-d40e-447b-85c1-26e6a2ecbced
The Barntique,General Store,31-Aug-2023,1233 Turkey Point Rd Simcoe ON N3Y 4K1,location.href = '/Portal/Facility/Details/652e24d3-cf2f-4aa4-b434-a9604a1eca65' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/652e24d3-cf2f-4aa4-b434-a9604a1eca65
The Beach House,Restaurant,19-Jan-2024,2 Walker St P.O. Box 1 Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/0e0c6580-d1be-4cdb-81d2-1b1f5f4370b6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0e0c6580-d1be-4cdb-81d2-1b1f5f4370b6
The Boathouse Restaurant,Restaurant,24-Apr-2024,10 Sea Queen Road Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/e4d3f4a8-d4d4-44a3-b803-70494c14a9f2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e4d3f4a8-d4d4-44a3-b803-70494c14a9f2
The Bon,Mobile Preparation Premises,07-Jul-2023,2 Dover Street Port Maitland ON N1A 2W6,location.href = '/Portal/Facility/Details/dcc50b44-4e1f-4bab-8b59-c425a79d5f0d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dcc50b44-4e1f-4bab-8b59-c425a79d5f0d
The Brown Eyed Baker,Food Caterer,14-Nov-2023,2551 Hwy 3 Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/3158a537-76a9-46a7-b66a-b35fce33a936' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3158a537-76a9-46a7-b66a-b35fce33a936
The Bunkhouse,Restaurant,14-Mar-2024,109 King St Delhi ON N4B 1X7,location.href = '/Portal/Facility/Details/da6534b2-ae1b-4f61-9862-8b45bcaf5cb2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/da6534b2-ae1b-4f61-9862-8b45bcaf5cb2
The Carolinian Cafe and Eatery,Restaurant,14-Mar-2024,5 Cayuga St N Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/f4bcdd1c-2eeb-45df-86c2-43333025d790' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f4bcdd1c-2eeb-45df-86c2-43333025d790
The Catherwood & The Kiln,Restaurant,29-Jan-2024,1560 Old Brock St Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/0e3b4353-14b7-4523-ae3c-f0666730aba4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0e3b4353-14b7-4523-ae3c-f0666730aba4
The Chip Ship,Mobile Preparation Premises,02-Apr-2024,39 Rogers Ave Long Point ON N0E 1M0,location.href = '/Portal/Facility/Details/bf332846-4fbc-45a3-acab-e129cc1e789c' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bf332846-4fbc-45a3-acab-e129cc1e789c
The Coffee Shop,Restaurant,05-Mar-2024,309 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/30552856-583b-4bfc-91e8-4a9baa85e6ed' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/30552856-583b-4bfc-91e8-4a9baa85e6ed
The Combine,Restaurant,06-Dec-2023,352 Norfolk St S Simcoe ON N3Y 2M4,location.href = '/Portal/Facility/Details/fb20da5f-c2bd-4e1c-b2fb-d09c8388fa78' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fb20da5f-c2bd-4e1c-b2fb-d09c8388fa78
The Common Place (2145566 Ont. Inc.),Restaurant,30-Nov-2023,Lower-37 Robinson St Simcoe ON N3Y 1W5,location.href = '/Portal/Facility/Details/59f56489-d33a-4cfe-a6c2-837e9ddb7b9b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/59f56489-d33a-4cfe-a6c2-837e9ddb7b9b
The Country Fork,Restaurant,27-Sep-2023,1048 Bay St Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/69e00c8a-4bdc-4f5e-ae13-25a49c1080df' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/69e00c8a-4bdc-4f5e-ae13-25a49c1080df
The Deli,Restaurant,12-Mar-2024,322 Broad St E Dunnville ON N1A 1G3,location.href = '/Portal/Facility/Details/4a9053e9-824a-4857-a981-e8d850456330' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4a9053e9-824a-4857-a981-e8d850456330
The Dover Cheese Shop,Food Take Out,16-Jan-2024,307 Main St Port Dover ON N0H 1A0,location.href = '/Portal/Facility/Details/51231d7e-0785-4144-915f-f9524b49b97e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/51231d7e-0785-4144-915f-f9524b49b97e
The Dover George,Bed & Breakfast/Event Venue,06-Feb-2024,323 St George St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/e8c6f983-8049-40e1-aaf5-46c84054684c' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e8c6f983-8049-40e1-aaf5-46c84054684c
The Family Shed,Restaurant,02-Apr-2024,301 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/ff6fc0f7-3fda-4c69-bfe1-fcbea8b2a24a' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ff6fc0f7-3fda-4c69-bfe1-fcbea8b2a24a
The Fry Shack,Mobile Preparation Premises,,398 Yuell Rd Simcoe ON N3Y 4J9,location.href = '/Portal/Facility/Details/26352789-3d2d-4299-a681-0726fc1b77aa' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/26352789-3d2d-4299-a681-0726fc1b77aa
The Gibbled Goose,Restaurant,09-Nov-2023,33 Main St. N Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/b5538ed8-ba67-4e9c-a064-e1e0c218b394' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5538ed8-ba67-4e9c-a064-e1e0c218b394
The Good Bread Company,Bakery - Production,19-Dec-2023,1550 Old Brock St Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/78dd3dae-dea2-466e-9c74-daeae7e8204f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/78dd3dae-dea2-466e-9c74-daeae7e8204f
The Good Bread Company (Church),Baked Goods – Retail,21-Sep-2023,15 Lamport St Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/0fad373f-7177-4f56-a366-1b33e7ac78a2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0fad373f-7177-4f56-a366-1b33e7ac78a2
The Greens at Renton,Restaurant,09-Nov-2023,969 Concession 14 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/8898037c-01e2-47aa-badd-f229f267c0d7' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8898037c-01e2-47aa-badd-f229f267c0d7
The Hungry Goat,Mobile Preparation Premises,17-Aug-2023,190 Townline Street St Williams ON N0E1P0,location.href = '/Portal/Facility/Details/4fd1d740-e5c3-4ae9-9a2c-61eb4f13bd6d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4fd1d740-e5c3-4ae9-9a2c-61eb4f13bd6d
The Jetty Bar & Grill,Restaurant,27-Jul-2023,236 Ordnance Ave Turkey Point ON N0E 1T0,location.href = '/Portal/Facility/Details/d376a5ee-7a02-4a01-89ae-fb3203bfefc0' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d376a5ee-7a02-4a01-89ae-fb3203bfefc0
The Little Cheesecake Company - Mobile Truck,Catering Vehicle,25-May-2023,94 Norfolk St N Simcoe ON N3Y 3N7,location.href = '/Portal/Facility/Details/5dd95bff-be5f-4342-a0f4-7336abc81a59' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5dd95bff-be5f-4342-a0f4-7336abc81a59
The Little Cheesecake Company Bakery,Bakery - Production,30-May-2023,94 Norfolk St N Simcoe ON,location.href = '/Portal/Facility/Details/226684a7-1095-48d8-abd2-9427bef82d29' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/226684a7-1095-48d8-abd2-9427bef82d29
The Mill Express,Mobile Preparation Premises,24-Aug-2022,327 Simcoe St Tillsonburg ON N4G 2J7,location.href = '/Portal/Facility/Details/62fb9a68-aceb-49a6-ae2f-d9cc0ee5f8e8' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/62fb9a68-aceb-49a6-ae2f-d9cc0ee5f8e8
The Minga,Cafeteria,26-Mar-2024,146 Queen St Dunnville ON N1A 1H7,location.href = '/Portal/Facility/Details/aef0b7b4-ad23-41a7-b97f-0dcc7578da7d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/aef0b7b4-ad23-41a7-b97f-0dcc7578da7d
The Mission,Church Banquet Facility,,1156 Norfolk County Rd 28 Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/20ed4348-bf87-4366-88aa-e7b7e8a25262' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/20ed4348-bf87-4366-88aa-e7b7e8a25262
The Mule,Restaurant,28-Jul-2023,2012 Park St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/30d92c3e-f70d-4673-b975-9fcae399e9b6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/30d92c3e-f70d-4673-b975-9fcae399e9b6
The Perks of Norfolk,Restaurant,24-Apr-2024,2619 Cockshutt Road Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/4aa27311-c0c8-4761-b0ca-ae7e38df1801' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4aa27311-c0c8-4761-b0ca-ae7e38df1801
The Pit Stop,Mobile Preparation Premises,,813 Port Maitland Road Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/565aab58-cc7c-4737-9d98-86e65aec1d26' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/565aab58-cc7c-4737-9d98-86e65aec1d26
The River's Edge Restaurant,Restaurant,12-Oct-2023,150 Haldimand Rd 17 Dunnville ON N1A 2W4,location.href = '/Portal/Facility/Details/e03a2743-80ce-477a-829b-e4ebf8f0246b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e03a2743-80ce-477a-829b-e4ebf8f0246b
The Roost Restaurant (Ramblin' Road Brewery Farm),Restaurant,02-Apr-2024,2970 Swimming Pool Rd La Salette ON N0E 1H0,location.href = '/Portal/Facility/Details/4c4fcf8f-1cf7-40f5-97ff-ababce6b97d7' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4c4fcf8f-1cf7-40f5-97ff-ababce6b97d7
The School House Garden,Baked Goods – Retail,21-Nov-2023,170 Glen Meyer Road Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/ebeec779-50b0-4359-aa0a-8487f1aa4feb' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ebeec779-50b0-4359-aa0a-8487f1aa4feb
The Second Mouse Cheesetique,Restaurant,14-Jul-2023,307 Main St Delhi ON N4B 2M9,location.href = '/Portal/Facility/Details/3a28fde6-989a-4fc5-b1d1-9ad7edb2a6f4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3a28fde6-989a-4fc5-b1d1-9ad7edb2a6f4
The Selkirk Social,Restaurant,10-Apr-2024,7 Main Street E Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/abc8fa9f-6d3a-461d-bcb1-f1a276f5d361' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/abc8fa9f-6d3a-461d-bcb1-f1a276f5d361
The Shine's Hot Dog Cart,Hot Dog Cart,27-Nov-2023,365 Argyle St S. Caledonia ON N3W 1Z2,location.href = '/Portal/Facility/Details/2a5e6d59-d851-4a51-99e6-7c6e1624bd4e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2a5e6d59-d851-4a51-99e6-7c6e1624bd4e
The Shucking King,Home-Based Kitchen,16-Apr-2024,1 Geoffery Rd Port Dover ON N0A 1N4,location.href = '/Portal/Facility/Details/9a3984b7-d541-410d-825c-e55f13dccf9b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9a3984b7-d541-410d-825c-e55f13dccf9b
The Simcoe Arms,Restaurant,27-Feb-2024,140 Queensway E. Simcoe ON N3Y 4Y7,location.href = '/Portal/Facility/Details/c5d9184a-8358-4dc2-909d-bf41428b70ab' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c5d9184a-8358-4dc2-909d-bf41428b70ab
The Smith Family - Garlic Processing,Food Plant / Production – Other,22-Aug-2023,490 3rd Line Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/ff679750-ede5-4b6b-921f-77c43f10425f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ff679750-ede5-4b6b-921f-77c43f10425f
The Sweet Roll,Food Take Out,20-Apr-2023,115 Arnold Marshall Blvd Caledonia ON N3W 0B4,location.href = '/Portal/Facility/Details/7f820578-e76e-48e4-a187-553b5ee0e174' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7f820578-e76e-48e4-a187-553b5ee0e174
The Tasty Bean,Food Warehouse / Depot,04-Dec-2023,287 Courtland St Delhi ON N4B 0A7,location.href = '/Portal/Facility/Details/e0f2fe69-c815-4265-af46-192c8d256b2a' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e0f2fe69-c815-4265-af46-192c8d256b2a
The Throwdown Chef,Restaurant,13-Dec-2023,180 Haldimand Rd 20 Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/40e7e305-1630-4a29-81ad-35788001ea56' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/40e7e305-1630-4a29-81ad-35788001ea56
The Twins Ice Cream,Restaurant,23-May-2023,1028 Bay St Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/cb348fbd-2dd8-48e7-ac53-429ad5cd60b9' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cb348fbd-2dd8-48e7-ac53-429ad5cd60b9
The Twisted Chicken,Food Take Out,18-Mar-2024,425 James Street Delhi ON N4B 2B9,location.href = '/Portal/Facility/Details/8be6ad60-cf5b-43d5-8ba3-295a0291a052' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8be6ad60-cf5b-43d5-8ba3-295a0291a052
Thirsty Mate,Restaurant,,459 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/cbe2c206-145d-45c3-a79f-67624c1d3d9e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cbe2c206-145d-45c3-a79f-67624c1d3d9e
Three Seasons Ice Cream Parlour,Food Take Out,18-Apr-2024,4875 Rainham Rd Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/badfa953-2b98-41f9-91ac-9117e6108437' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/badfa953-2b98-41f9-91ac-9117e6108437
Thrive,Mobile Preparation Premises,04-May-2023,2870 Norfolk County Road 45 Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/e4cc8d2a-61e7-4b62-9c82-f9b16ec95e8e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e4cc8d2a-61e7-4b62-9c82-f9b16ec95e8e
Tillsonview Fairways,Restaurant,31-Aug-2023,380 Third Concession Rd NTR Tillsonburg ON N4G 4G9,location.href = '/Portal/Facility/Details/42b71059-e0b1-45e1-9523-3b94edfd6bae' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/42b71059-e0b1-45e1-9523-3b94edfd6bae
Tim Hortons,Restaurant,29-Feb-2024,15 Queensway E. Simcoe ON N3Y 4Y2,location.href = '/Portal/Facility/Details/f18bbcbe-983c-496b-beb8-0773eeed1e2c' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f18bbcbe-983c-496b-beb8-0773eeed1e2c
Tim Hortons,Restaurant,04-Jan-2024,360 Argyle St S. Caledonia ON N3W 2N2,location.href = '/Portal/Facility/Details/ec76d7db-52de-4d9e-9407-99747702a316' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ec76d7db-52de-4d9e-9407-99747702a316
Tim Hortons,Restaurant,01-Mar-2024,5 Railway St Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/37ca9bcf-1429-4da2-922c-84f1d25b4717' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/37ca9bcf-1429-4da2-922c-84f1d25b4717
Tim Hortons,Restaurant,02-Nov-2023,328 Main Street S Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/4f0b7239-ced7-40e1-8578-639568e78349' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4f0b7239-ced7-40e1-8578-639568e78349
Tim Hortons,Restaurant,12-Mar-2024,2120 Main Sreet N Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/2cc500c3-27a3-4726-b103-beb98d815b89' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2cc500c3-27a3-4726-b103-beb98d815b89
Tim Hortons,Restaurant,26-Mar-2024,"1 St Andrew Street, P.O. Box 1749 Port Dover ON N0A 1N0",location.href = '/Portal/Facility/Details/924e5907-b4f0-4945-8910-b7dc4498ea5f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/924e5907-b4f0-4945-8910-b7dc4498ea5f
Tim Hortons,Restaurant,10-Oct-2023,936 Broad St E. Dunnville ON N1A 2Z4,location.href = '/Portal/Facility/Details/4d9ebaf1-e499-475c-ada2-b8d73e7edc7b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4d9ebaf1-e499-475c-ada2-b8d73e7edc7b
Tim Hortons,Restaurant,04-Mar-2024,51 Talbot St E. Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/2365d674-5df8-419c-adac-e77a33e65a56' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2365d674-5df8-419c-adac-e77a33e65a56
Tim Hortons,Restaurant,22-Jan-2024,172 Argyle St N. Caledonia ON N3W 2J7,location.href = '/Portal/Facility/Details/b7d1a472-fd20-434a-a028-cdea32171784' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b7d1a472-fd20-434a-a028-cdea32171784
Tim Hortons - Whitehorse Plaza,Restaurant,05-Dec-2023,480 Norfolk St S Simcoe ON N3Y 2X3,location.href = '/Portal/Facility/Details/94bb769d-f1dd-492b-be09-07ee0c5719bb' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/94bb769d-f1dd-492b-be09-07ee0c5719bb
Tim Hortons #1993,Restaurant,20-Dec-2023,401 Simcoe St Tillsonburg ON N4G 5V7,location.href = '/Portal/Facility/Details/1186a1d2-656f-44c2-8130-d024fc40aa38' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1186a1d2-656f-44c2-8130-d024fc40aa38
Tim Hortons (Delhi),Restaurant,17-Jan-2024,526 James St Delhi ON N4B 2C4,location.href = '/Portal/Facility/Details/6c500b5e-7553-40ba-95ca-36fbb0ea2ab0' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6c500b5e-7553-40ba-95ca-36fbb0ea2ab0
Tito's Pizza,Food Take Out,18-Jan-2024,12 Argyle St Simcoe ON N3Y 1V5,location.href = '/Portal/Facility/Details/f54e014e-4315-42f9-8935-73fcfc4bc66d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f54e014e-4315-42f9-8935-73fcfc4bc66d
Tito's Pizza,Food Take Out,09-Jan-2024,2045 Main St N Jarvis ON,location.href = '/Portal/Facility/Details/50737cbc-c7a3-4861-af41-d786e8b2ca97' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/50737cbc-c7a3-4861-af41-d786e8b2ca97
Tito's Pizza,Food Take Out,08-Jan-2024,384 James Street Delhi ON N4B 2H5,location.href = '/Portal/Facility/Details/927d024e-db2f-42b8-a7e1-f4e99a142784' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/927d024e-db2f-42b8-a7e1-f4e99a142784
Tito's Pizza Cayuga,Food Take Out,18-Dec-2023,19 Cayuga St. North Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/fcada202-8ea6-4d78-9287-3d3ff1b72f16' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fcada202-8ea6-4d78-9287-3d3ff1b72f16
Today's Family - Hagersville Elementary School - Before & After School Program,Before and After School Program,30-Nov-2023,40 Parkview Rd Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/d4346a42-0063-41db-a2bc-83358018cd6b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d4346a42-0063-41db-a2bc-83358018cd6b
Today's Family - Holy Trinity Catholic High School,Child Care Onsite Prep.,13-Mar-2024,128 Evergreen Hill Rd Simcoe ON N3Y 4N5,location.href = '/Portal/Facility/Details/799409d0-81e5-49f5-ba82-7bca32bdebf4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/799409d0-81e5-49f5-ba82-7bca32bdebf4
Todays Family - Lakewood Kitchen,Child Care Onsite Prep.,12-Mar-2024,713 St George St. Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/35f4a194-ac26-422e-a26a-c6ffbab2daa3' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/35f4a194-ac26-422e-a26a-c6ffbab2daa3
Today's Family - Lynndale Heights Public School BASP,Before and After School Program,28-Nov-2023,55 Donly Drive South Simcoe ON N3Y 5G7,location.href = '/Portal/Facility/Details/e55462d2-dcb6-4ee7-bbe6-49912c10c642' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e55462d2-dcb6-4ee7-bbe6-49912c10c642
