Facility Name,Site Address,Community,Facility Type,url_entity_partial,category,Enforcement,Action Taken,Status,Date of Issuance,Details,Status Date,url_entity_full
Subway,2-9319 County Rd 93  Midland ON L4R 4K4,Midland,Restaurant,location.href = '/Facility/Details/d36ba3bd-28c9-4394-b8d1-d397cdf96780' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d36ba3bd-28c9-4394-b8d1-d397cdf96780
Subway,212 King St  Midland ON L4R 3L9,Midland,Restaurant,location.href = '/Facility/Details/4502ede3-00ab-4776-8fd9-d5d331fab620' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4502ede3-00ab-4776-8fd9-d5d331fab620
Subway,85 Queen St S  Tottenham ON L0G 1W0,Tottenham,Food Take Out,location.href = '/Facility/Details/fb6fa7dc-4915-4399-8058-d4aeafce582e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fb6fa7dc-4915-4399-8058-d4aeafce582e
Subway,430 Pine St  Waubaushene ON L0K 2C0,Waubaushene,Food Take Out,location.href = '/Facility/Details/47888c55-5549-4b31-9796-e6ba1940dbfe' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/47888c55-5549-4b31-9796-e6ba1940dbfe
Subway,52 Queen St W  Cookstown ON L0L 1L0,Cookstown,Restaurant,location.href = '/Facility/Details/c847f847-978d-4d50-8e89-0068f2b84601' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c847f847-978d-4d50-8e89-0068f2b84601
Subway,5-351 Talisman Drive  Gravenhurst ON P1P 0A7,Gravenhurst,Restaurant,location.href = '/Facility/Details/4e94e931-2825-4c01-ba72-004ff8621593' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4e94e931-2825-4c01-ba72-004ff8621593
Subway,M-420 Leacock Dr  Barrie ON L4N 5G5,Barrie,Restaurant,location.href = '/Facility/Details/1f256a12-2c87-48cb-abc7-0cb6ff426164' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1f256a12-2c87-48cb-abc7-0cb6ff426164
Subway,2-130 Atherley Rd  Orillia ON L3V 1N3,Orillia,Restaurant,location.href = '/Facility/Details/5d42db7e-a5aa-43cc-b115-0fe1bdb2b0e9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5d42db7e-a5aa-43cc-b115-0fe1bdb2b0e9
Subway,A-172 Holland Street W  Bradford ON L3Z 1H7,Bradford,Restaurant,location.href = '/Facility/Details/bc33c731-8aca-4f4d-9be8-1103904fae3d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bc33c731-8aca-4f4d-9be8-1103904fae3d
Subway,188 Main St  Penetanguishene ON L9M 1L9,Penetanguishene,Restaurant,location.href = '/Facility/Details/3cc35529-b217-4173-83e4-0d66e5094b00' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3cc35529-b217-4173-83e4-0d66e5094b00
Subway,4-30 45th Street S  Wasaga Beach ON L9Z 0A6,Wasaga Beach,Restaurant,location.href = '/Facility/Details/5e0f0a09-1857-4728-bbdc-1c1e8422bb83' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5e0f0a09-1857-4728-bbdc-1c1e8422bb83
Subway,459 West St N  Orillia ON L3V 5E9,Orillia,Restaurant,location.href = '/Facility/Details/2b760fdb-7cb2-48ad-88bf-1b458bdd152b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2b760fdb-7cb2-48ad-88bf-1b458bdd152b
Subway,3-201 Georgian Dr  Barrie ON L4M 6M2,Barrie,Food Take Out,location.href = '/Facility/Details/0d0e3292-5515-4c51-89d0-1de38eed1a82' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0d0e3292-5515-4c51-89d0-1de38eed1a82
Subway,7-295 Wellington St  Bracebridge ON P1L 1P3,Bracebridge,Restaurant,location.href = '/Facility/Details/26466db9-7885-482c-9211-13d05d85185a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/26466db9-7885-482c-9211-13d05d85185a
Subway,J45-3311 Highway 89  Cookstown ON L0L 1L0,Cookstown,Restaurant,location.href = '/Facility/Details/6c5a9392-702b-4c99-8a25-1279510e1d56' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6c5a9392-702b-4c99-8a25-1279510e1d56
Subway,13-221 Cundles Rd E  Barrie ON L4M 6L5,Barrie,Restaurant,location.href = '/Facility/Details/9f8065ed-03f6-465f-9087-189877380c0b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9f8065ed-03f6-465f-9087-189877380c0b
Subway,1-89 Park Place Blvd  Barrie ON L4N 6P4,Barrie,Food Take Out,location.href = '/Facility/Details/9131544a-71be-4076-b825-2cfb62365567' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9131544a-71be-4076-b825-2cfb62365567
Subway,645 Hurontario Street  Collingwood Ontario L9Y 2N6,Collingwood,Restaurant,location.href = '/Facility/Details/9253035a-1df6-4c12-a9b3-23cd93ed0860' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9253035a-1df6-4c12-a9b3-23cd93ed0860
Subway,367 Cundles Rd E  Barrie ON L4M 0G9,Barrie,Restaurant,location.href = '/Facility/Details/75596bc0-22c2-41e8-b29d-37fb364dfd00' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/75596bc0-22c2-41e8-b29d-37fb364dfd00
Subway,D3-636 Yonge St  Barrie ON L4N 4E6,Barrie,Food Take Out,location.href = '/Facility/Details/818651cf-677d-49dd-8033-474d30259968' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/818651cf-677d-49dd-8033-474d30259968
Subway,175 Hanes Rd  Huntsville ON P1H 1M4,Huntsville,Restaurant,location.href = '/Facility/Details/f4d18167-c4f3-4957-83b8-60af1148978c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f4d18167-c4f3-4957-83b8-60af1148978c
Subway,B1-7 Anne St W  Barrie ON L4N 1C1,Barrie,Restaurant,location.href = '/Facility/Details/35e65e58-6edf-4d0e-b633-5fc1b4c78e58' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/35e65e58-6edf-4d0e-b633-5fc1b4c78e58
Subway,2-2280 ON 12  Brechin ON L0K 1B0,Brechin,Restaurant,location.href = '/Facility/Details/e9048fce-e24e-4bb3-b9ad-645ca13f83cd' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e9048fce-e24e-4bb3-b9ad-645ca13f83cd
Subway,3-102 Bayfield St  Barrie ON L4M 3A8,Barrie,Restaurant,location.href = '/Facility/Details/afb2bde1-16d4-4b73-b496-610462082ffe' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/afb2bde1-16d4-4b73-b496-610462082ffe
Subway,652 Dunlop St W  Barrie ON L4N 9X1,Barrie,Restaurant,location.href = '/Facility/Details/3d752c6a-b9a9-4e70-90aa-7b652f60f316' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3d752c6a-b9a9-4e70-90aa-7b652f60f316
Subway,A8 - 130 Mill St E  Tottenham ON L0G 1W0,Tottenham,Food Take Out,location.href = '/Facility/Details/0d0fb87e-86ad-4060-a9c7-853c51578329' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0d0fb87e-86ad-4060-a9c7-853c51578329
Subway,6400 Highway 400 S  Innisfil ON L9S 3R7,Innisfil,Food Take Out,location.href = '/Facility/Details/170afd7b-d23b-42fb-93c3-8767f6fd3da1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/170afd7b-d23b-42fb-93c3-8767f6fd3da1
Subway,2-281 Coldwater Rd W  Orillia ON L3V 3M1,Orillia,Restaurant,location.href = '/Facility/Details/f49da04f-1b81-42cc-b1c2-86c56e64fa60' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f49da04f-1b81-42cc-b1c2-86c56e64fa60
Subway,12 Coldwater Rd  Coldwater ON L0K 1E0,Coldwater,Restaurant,location.href = '/Facility/Details/4da89f8c-68e3-4aad-9468-80991f6eeda6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4da89f8c-68e3-4aad-9468-80991f6eeda6
Subway,307 Blake St  Barrie ON L4M 1K7,Barrie,Restaurant,location.href = '/Facility/Details/58c381d0-0d44-47b8-bd18-7fafe5e24cba' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/58c381d0-0d44-47b8-bd18-7fafe5e24cba
Subway,3-70 Yonge St S  Elmvale ON L0L 1P0,Elmvale,Food Take Out,location.href = '/Facility/Details/d304b45b-9d21-439a-a353-83c42d0e66a6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d304b45b-9d21-439a-a353-83c42d0e66a6
Subway,1 Georgian Dr  Barrie ON L4M 3X9,Barrie,Food Take Out,location.href = '/Facility/Details/7f3cafdf-3a57-468b-9ec6-75a4c8d81c22' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7f3cafdf-3a57-468b-9ec6-75a4c8d81c22
Subway,F009A-509 Bayfield St  Barrie ON L4M 4Z8,Barrie,Food Take Out,location.href = '/Facility/Details/7747b6ef-f5c7-4c52-8772-6cca57ce7035' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7747b6ef-f5c7-4c52-8772-6cca57ce7035
Subway,975 West Ridge Blvd  Orillia ON L3V 8A3,Orillia,Restaurant,location.href = '/Facility/Details/a68b3c67-cfb2-43b2-ae94-6df73c975669' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a68b3c67-cfb2-43b2-ae94-6df73c975669
"Sugar Bar, The",60 Anderson Rd  Alliston ON L9R 0B1,Alliston,Home-Based,location.href = '/Facility/Details/d0c5840f-ac90-48bb-ac81-1afe39e82e74' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d0c5840f-ac90-48bb-ac81-1afe39e82e74
Sugar Beach Sweets and Treats,78 Monarchy St  Barrie ON L4M 0E3,Barrie,Mobile Preparation Premises,location.href = '/Facility/Details/2997fd04-716f-4f57-b41b-f83808697637' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2997fd04-716f-4f57-b41b-f83808697637
Sugar City Cupcakes,16-494 Veterans Dr  Barrie ON L4N 9G5,Barrie,Bakery,location.href = '/Facility/Details/0cee6a5c-f2be-48cd-81b8-40f0b460868c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0cee6a5c-f2be-48cd-81b8-40f0b460868c
Sugar Dessert Bar,593 High St  Orillia ON L3V 4Y2,Orillia,Bakery,location.href = '/Facility/Details/72466ef0-d1b9-41b2-80c2-cac74c120873' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/72466ef0-d1b9-41b2-80c2-cac74c120873
Sugar Ridge Retreat Centre,5720 Forget Rd  Wyebridge ON L0K 2E0,Wyebridge,Restaurant,location.href = '/Facility/Details/143bac71-5b8a-4f43-aeca-0d6c56265146' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/143bac71-5b8a-4f43-aeca-0d6c56265146
Sugar The Pastry Shoppe,656 Muskoka Rd 10  Port Sydney ON P0B 1L0,Port Sydney,Bakery,location.href = '/Facility/Details/b2f00673-4ff3-4323-b6a9-a69ef534bfb2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b2f00673-4ff3-4323-b6a9-a69ef534bfb2
SugarBush Hill,2389 Muskoka Rd 10  Huntsville ON P1H 2R4,Huntsville,Food Shop,location.href = '/Facility/Details/be8c5f81-c42c-4ba3-bcde-819110e33eb3' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/be8c5f81-c42c-4ba3-bcde-819110e33eb3
Sully's Eats & Treats,2217 Line 5 N  Oro-Medonte ON L0L 2E0,Oro,Mobile Preparation Premises,location.href = '/Facility/Details/b287c10c-2568-4a55-b1bb-3e9e879357c3' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b287c10c-2568-4a55-b1bb-3e9e879357c3
Sully's Muskoka,7-13C Taylor Rd  Bracebridge ON P1L 2E8,Bracebridge,Restaurant,location.href = '/Facility/Details/8b29877d-fdc2-428f-8869-94fd1b6d9053' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8b29877d-fdc2-428f-8869-94fd1b6d9053
Sumach Rustic Getaway Store,1619 Canning Road  Severn Bridge ON P0E 1N0,Severn Bridge,Convenience / Variety,location.href = '/Facility/Details/b2a07102-30aa-40db-b55b-e275a9d22d02' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b2a07102-30aa-40db-b55b-e275a9d22d02
Summerland General Store,1003 Riley Lake  Rd Gravenhurst ON P1P 1R3,Gravenhurst,Restaurant,location.href = '/Facility/Details/946ac2c4-3648-4a01-8c9f-7bb8507c27f7' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/946ac2c4-3648-4a01-8c9f-7bb8507c27f7
Summit Social House,246-A Hurontario St  Collingwood ON L9Y 2M3,Collingwood,Restaurant,location.href = '/Facility/Details/71f02d80-b48c-4039-b692-1c6270e08dce' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/71f02d80-b48c-4039-b692-1c6270e08dce
Sun Retreats Huntsville General Store,85 Hutcheson Beach Rd  Huntsville ON P1H 1N5,Huntsville,Convenience / Variety,location.href = '/Facility/Details/8215a56e-98dd-4d15-921a-40b6a2ac6eaa' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8215a56e-98dd-4d15-921a-40b6a2ac6eaa
Sunday's Gluten Free Baking,1051 County Road 124  Singhampton ON N0C 1M0,Singhampton,Home-Based,location.href = '/Facility/Details/c58885b3-c7b8-4f14-a47e-1cd191020342' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c58885b3-c7b8-4f14-a47e-1cd191020342
Sundays Ice Cream Parlour,166 Hurontario St.  Collingwood ON L9Y 2H2,Collingwood,Food Take Out,location.href = '/Facility/Details/1c00489b-eca9-40d2-9658-4a449a0b0680' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1c00489b-eca9-40d2-9658-4a449a0b0680
Sundial Lakeview Retirement Residence,600 Sundial Dr  Orillia ON L3V 6H3,Orillia,Retirement Home,location.href = '/Facility/Details/de5f8ec9-3685-43ed-86ba-5adf207b2b15' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/de5f8ec9-3685-43ed-86ba-5adf207b2b15
Sunflower Catering,75 Reagens Industrial Parkway  Bradford ON L3Z 0Z9,Bradford,Food Take Out,location.href = '/Facility/Details/48c51b4a-ec15-4082-a085-8f1eb81e3f62' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/48c51b4a-ec15-4082-a085-8f1eb81e3f62
Sunken Ship Tropical Bar and Tiki Lounge,83 Mississaga St W  Orillia ON L3V 3A9,Orillia,Restaurant,location.href = '/Facility/Details/d068499c-43b0-4e1b-9a89-935881f49fe6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d068499c-43b0-4e1b-9a89-935881f49fe6
Sunnidale Corners Community Centre,12391 County Rd 10  Clearview ON L0M 1S0,Clearview,Banquet Hall,location.href = '/Facility/Details/7a27a446-24b3-40d0-9399-c4a607f24a41' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7a27a446-24b3-40d0-9399-c4a607f24a41
Sunnidale Gas Bar,12384 County Road 10  Stayner ON L0M 1S0,Clearview,Convenience / Variety,location.href = '/Facility/Details/69194fed-356c-4761-b5f1-994a59ab6adc' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/69194fed-356c-4761-b5f1-994a59ab6adc
Sunnybrae Child Care,218 Sunnybrae Ave  Stroud ON L9S 1A8,Stroud,Child Care - School Age Program,location.href = '/Facility/Details/090fab03-601f-49d7-9784-897744b2eb8c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/090fab03-601f-49d7-9784-897744b2eb8c
Sunnybrae Public School,218 Sunnybrae Ave  Stroud ON L9S 1A8,Innisfil,Student Nutrition Program,location.href = '/Facility/Details/4c5ccdb2-1b30-4ebe-8ead-b9bb11ddda88' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4c5ccdb2-1b30-4ebe-8ead-b9bb11ddda88
Sunnyside Su's Healthy Treats,1078 Harbourview Dr  Midland ON L4R 5J4,Midland,Home-Based,location.href = '/Facility/Details/5e08457a-df66-438d-9302-9b4b0fa42049' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5e08457a-df66-438d-9302-9b4b0fa42049
Sunrise Cafe,967 Innisfil Beach Rd  Alcona ON L9S 1V3,Alcona,Food Take Out,location.href = '/Facility/Details/c8ad0f05-4bbe-4173-97ad-785a5354e9c6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c8ad0f05-4bbe-4173-97ad-785a5354e9c6
Sunrise Kitchen Restaurant,2207 Industrial Park Road  Innisfil ON L9S 3V9,Innisfil,Food Take Out,location.href = '/Facility/Details/f87ec42d-86f0-4415-97c2-4f00dbda25de' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f87ec42d-86f0-4415-97c2-4f00dbda25de
Sunset Barrie Drive-In,134 Line 4 S  Oro-Medonte ON L0L 2L0,Oro-Medonte,Food Take Out,location.href = '/Facility/Details/5d181b9a-efc2-46a5-8e2f-19148ea552d9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5d181b9a-efc2-46a5-8e2f-19148ea552d9
Sunset Grill,L2-487 Holland St W  Bradford ON L3Z 0C1,Bradford,Restaurant,location.href = '/Facility/Details/3c4dcb0b-1e43-4a55-8649-1ab680be58db' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3c4dcb0b-1e43-4a55-8649-1ab680be58db
Sunset Grill,J09E-509 Bayfield St  Barrie ON L4M 4Z8,Barrie,Restaurant,location.href = '/Facility/Details/2042b156-59a7-4b0b-8a07-3c877cc16432' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2042b156-59a7-4b0b-8a07-3c877cc16432
Sunset Grill,04-25 Stonebridge Blvd  Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant,location.href = '/Facility/Details/3876ef46-b1c0-47d2-b998-5e35ee293ee0' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3876ef46-b1c0-47d2-b998-5e35ee293ee0
Sunset Grill,1472 Innisfil Beach Rd  Innisfil ON L9S 4B2,Innisfil,Restaurant,location.href = '/Facility/Details/e5ace890-0462-478e-a244-b41fee4ffb5a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e5ace890-0462-478e-a244-b41fee4ffb5a
Sunset Grill,109 Young St  Alliston ON L9R 0E9,Alliston,Restaurant,location.href = '/Facility/Details/3f38f4ba-0b9a-4d49-aee6-b493c82d2792' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3f38f4ba-0b9a-4d49-aee6-b493c82d2792
Sunset Grill,367 Cundles Rd E  Barrie ON L4M 0G9,Barrie,Restaurant,location.href = '/Facility/Details/a7564e0f-754c-48d7-b332-e1f9b7b711cc' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a7564e0f-754c-48d7-b332-e1f9b7b711cc
Sunset Grill,A-3270 Monarch Dr  Orillia ON L3V 8A2,Orillia,Restaurant,location.href = '/Facility/Details/47216738-a29b-41ab-be2a-d9d45fde78da' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/47216738-a29b-41ab-be2a-d9d45fde78da
Sunset Grill,85 Barrie View Dr  Barrie ON L4N 8V4,Barrie,Restaurant,location.href = '/Facility/Details/524c71bf-88c3-42aa-afb5-ef4c11c38402' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/524c71bf-88c3-42aa-afb5-ef4c11c38402
Sunset Manor,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Long Term Care Kitchen,location.href = '/Facility/Details/2e505a33-bc81-41c5-a8ac-e2622905c1f5' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2e505a33-bc81-41c5-a8ac-e2622905c1f5
Sunset Manor - Collingwood,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Institutional Servery,location.href = '/Facility/Details/187611eb-849e-44a3-85b0-7e5d9b7db8bb' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/187611eb-849e-44a3-85b0-7e5d9b7db8bb
Sunset Manor - Georgian 1,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Institutional Servery,location.href = '/Facility/Details/4e327286-022a-4863-9c0a-9fabe6bf51b5' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4e327286-022a-4863-9c0a-9fabe6bf51b5
Sunset Manor - Georgian 2,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Institutional Servery,location.href = '/Facility/Details/f59acaf9-cc4e-4722-a9bb-6e541cb243aa' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f59acaf9-cc4e-4722-a9bb-6e541cb243aa
Sunset Manor - South Simcoe,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Institutional Servery,location.href = '/Facility/Details/8e9bd6e1-2a04-437c-9b41-4218be4d2001' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8e9bd6e1-2a04-437c-9b41-4218be4d2001
Sunset Manor - West Simcoe,49 Raglan St  Collingwood ON L9Y 4X1,Collingwood,Institutional Servery,location.href = '/Facility/Details/f6458dba-9d6c-425f-8a32-63391aecf120' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f6458dba-9d6c-425f-8a32-63391aecf120
Sunset Speedway - Building 1,6918 Yonge St  Innisfil ON L9S 1A9,Innisfil,Food Take Out,location.href = '/Facility/Details/31f864d4-c635-46a2-8bc9-711580ebafeb' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/31f864d4-c635-46a2-8bc9-711580ebafeb
Sunset Speedway - Building 2,6918 Yonge St  Innisfil ON L9S 1A9,Innisfil,Food Take Out,location.href = '/Facility/Details/bb5a95b6-7840-4bb6-a00d-bf260fd8d6b8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bb5a95b6-7840-4bb6-a00d-bf260fd8d6b8
Sunset Speedway - Building 3,6918 Yonge St  Innisfil ON L9S 1A9,Innisfil,Ice Cream / Yogurt Vendor,location.href = '/Facility/Details/afd89887-5f8f-49e6-a6c6-9f4bdae497a4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/afd89887-5f8f-49e6-a6c6-9f4bdae497a4
Sunshine BBQ - Cart #1,48 Albany Ave  Orillia ON L3V 2T5,Orillia,Street Food Vending Cart,location.href = '/Facility/Details/070eaca0-6886-4ae1-a8c3-a81595491ebd' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/070eaca0-6886-4ae1-a8c3-a81595491ebd
Sunshine BBQ - Cart #2,48 Albany Ave  Orillia ON L3V 2T5,Orillia,Street Food Vending Cart,location.href = '/Facility/Details/a3c6bb4f-e557-4cf4-9fff-455e4cf23bd1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a3c6bb4f-e557-4cf4-9fff-455e4cf23bd1
